date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
12 January 2022 - 07:08 PM,4.86,125.53,42,3.9,Balut Island ,Municipality Of Sarangani ,2022-01-12T07:08:00,2022-01-12,07:08:00,2022-01-12
23 June 2022 - 05:46 PM,19.02,122.3,1,3.6,Camiguin Island ,Calayan ,2022-06-23T05:46:00,2022-06-23,05:46:00,2022-06-23
23 June 2022 - 01:03 PM,18.93,122.05,1,3.5,Camiguin Island ,Calayan ,2022-06-23T01:03:00,2022-06-23,01:03:00,2022-06-23
23 June 2022 - 09:36 AM,2.94,128.63,268,4.6,Balut Island ,Municipality Of Sarangani ,2022-06-23T09:36:00,2022-06-23,09:36:00,2022-06-23
12 February 2022 - 04:25 PM,3.46,126.58,117,4.0,Balut Island ,Municipality Of Sarangani ,2022-02-12T04:25:00,2022-02-12,04:25:00,2022-02-12
12 February 2022 - 01:00 PM,7.14,126.98,18,3.6,Manay ,Davao Oriental,2022-02-12T01:00:00,2022-02-12,01:00:00,2022-02-12
12 February 2022 - 12:33 PM,7.55,127.71,5,3.5,Baganga ,Davao Oriental,2022-02-12T12:33:00,2022-02-12,12:33:00,2022-02-12
19 May 2022 - 05:00 PM,5.37,125.85,122,3.6,Sarangani Island ,Municipality Of Sarangani ,2022-05-19T05:00:00,2022-05-19,05:00:00,2022-05-19
19 May 2022 - 04:03 PM,5.24,126.72,104,3.9,Sarangani Island ,Municipality Of Sarangani ,2022-05-19T04:03:00,2022-05-19,04:03:00,2022-05-19
24 April 2022 - 03:34 AM,11.42,126.12,1,3.5,Hernani ,Eastern Samar,2022-04-24T03:34:00,2022-04-24,03:34:00,2022-04-24
23 April 2022 - 11:20 PM,7.21,126.96,13,4.0,Manay ,Davao Oriental,2022-04-23T11:20:00,2022-04-23,11:20:00,2022-04-23
23 April 2022 - 10:20 PM,6.7,127.24,96,3.5,Manay ,Davao Oriental,2022-04-23T10:20:00,2022-04-23,10:20:00,2022-04-23
23 April 2022 - 08:04 PM,6.92,127.16,30,4.2,Manay ,Davao Oriental,2022-04-23T08:04:00,2022-04-23,08:04:00,2022-04-23
28 August 2022 - 12:58 PM,5.33,125.42,184,4.9,Balut Island ,Municipality Of Sarangani ,2022-08-28T12:58:00,2022-08-28,12:58:00,2022-08-28
28 August 2022 - 12:06 PM,17.44,120.58,11,4.2,Pilar ,Abra,2022-08-28T12:06:00,2022-08-28,12:06:00,2022-08-28
28 August 2022 - 08:33 AM,17.49,120.65,5,3.5,Peñarrubia ,Abra,2022-08-28T08:33:00,2022-08-28,08:33:00,2022-08-28
29 July 2022 - 09:39 AM,17.52,120.64,1,3.7,Tayum ,Abra,2022-07-29T09:39:00,2022-07-29,09:39:00,2022-07-29
12 February 2022 - 07:14 AM,10.51,126.13,12,3.7,Burgos ,Surigao Del Norte,2022-02-12T07:14:00,2022-02-12,07:14:00,2022-02-12
12 February 2022 - 04:12 AM,5.28,124.24,53,3.7,Kiamba ,Sarangani,2022-02-12T04:12:00,2022-02-12,04:12:00,2022-02-12
12 February 2022 - 12:14 AM,6.33,125.98,18,3.5,Don Marcelino ,Davao Occidental,2022-02-12T12:14:00,2022-02-12,12:14:00,2022-02-12
11 February 2022 - 08:57 PM,16.66,122.77,23,3.8,Palanan ,Isabela,2022-02-11T08:57:00,2022-02-11,08:57:00,2022-02-11
27 March 2022 - 02:51 AM,4.77,125.28,177,3.7,Balut Island ,Municipality Of Sarangani ,2022-03-27T02:51:00,2022-03-27,02:51:00,2022-03-27
27 March 2022 - 01:57 AM,20.55,122.38,8,4.4,Basco ,Batanes,2022-03-27T01:57:00,2022-03-27,01:57:00,2022-03-27
19 May 2022 - 02:15 AM,20.3,121.32,12,4.1,Sabtang ,Batanes,2022-05-19T02:15:00,2022-05-19,02:15:00,2022-05-19
18 May 2022 - 09:46 PM,11.47,125.83,13,3.6,Hernani ,Eastern Samar,2022-05-18T09:46:00,2022-05-18,09:46:00,2022-05-18
23 April 2022 - 05:48 PM,11.89,124.04,1,3.7,Pio V. Corpuz ,Masbate,2022-04-23T05:48:00,2022-04-23,05:48:00,2022-04-23
23 April 2022 - 01:41 PM,14.16,124.79,17,3.5,Gigmoto ,Catanduanes,2022-04-23T01:41:00,2022-04-23,01:41:00,2022-04-23
23 April 2022 - 08:06 AM,6.34,127.23,126,3.9,Tarragona ,Davao Oriental,2022-04-23T08:06:00,2022-04-23,08:06:00,2022-04-23
23 April 2022 - 06:26 AM,3.45,127.92,217,4.2,Balut Island ,Municipality Of Sarangani ,2022-04-23T06:26:00,2022-04-23,06:26:00,2022-04-23
28 August 2022 - 07:57 AM,13.55,120.06,14,4.0,Looc ,Occidental Mindoro,2022-08-28T07:57:00,2022-08-28,07:57:00,2022-08-28
29 July 2022 - 07:42 AM,17.58,120.55,9,4.0,Tayum ,Abra,2022-07-29T07:42:00,2022-07-29,07:42:00,2022-07-29
11 January 2022 - 10:02 PM,13.13,125.0,31,3.6,Laoang ,Northern Samar,2022-01-11T10:02:00,2022-01-11,10:02:00,2022-01-11
11 January 2022 - 05:19 PM,8.48,124.42,8,3.8,Laguindingan ,Misamis Oriental,2022-01-11T05:19:00,2022-01-11,05:19:00,2022-01-11
11 February 2022 - 04:16 AM,2.97,125.03,76,4.3,Balut Island ,Municipality Of Sarangani ,2022-02-11T04:16:00,2022-02-11,04:16:00,2022-02-11
26 March 2022 - 05:16 PM,14.19,119.15,29,3.6,Lubang ,Occidental Mindoro,2022-03-26T05:16:00,2022-03-26,05:16:00,2022-03-26
26 March 2022 - 12:01 PM,3.72,126.84,130,4.6,Balut Island ,Municipality Of Sarangani ,2022-03-26T12:01:00,2022-03-26,12:01:00,2022-03-26
18 May 2022 - 06:17 PM,19.85,121.64,12,3.5,Calayan ,Cagayan,2022-05-18T06:17:00,2022-05-18,06:17:00,2022-05-18
23 April 2022 - 02:57 AM,3.71,126.06,159,3.7,Balut Island ,Municipality Of Sarangani ,2022-04-23T02:57:00,2022-04-23,02:57:00,2022-04-23
23 April 2022 - 02:04 AM,16.26,122.27,7,3.5,Casiguran ,Aurora,2022-04-23T02:04:00,2022-04-23,02:04:00,2022-04-23
22 April 2022 - 11:49 PM,7.06,127.34,21,4.1,Manay ,Davao Oriental,2022-04-22T11:49:00,2022-04-22,11:49:00,2022-04-22
22 April 2022 - 07:45 PM,14.15,119.23,27,4.0,Lubang ,Occidental Mindoro,2022-04-22T07:45:00,2022-04-22,07:45:00,2022-04-22
22 April 2022 - 07:41 PM,14.29,119.41,1,3.8,Lubang ,Occidental Mindoro,2022-04-22T07:41:00,2022-04-22,07:41:00,2022-04-22
28 August 2022 - 03:14 AM,17.41,120.61,9,3.7,Pilar ,Abra,2022-08-28T03:14:00,2022-08-28,03:14:00,2022-08-28
28 August 2022 - 03:07 AM,17.47,120.67,8,3.5,Villaviciosa ,Abra,2022-08-28T03:07:00,2022-08-28,03:07:00,2022-08-28
29 July 2022 - 06:32 AM,17.98,120.57,1,3.8,Nueva Era ,Ilocos Norte,2022-07-29T06:32:00,2022-07-29,06:32:00,2022-07-29
10 January 2022 - 08:57 PM,9.79,122.21,32,4.1,City Of Sipalay ,Negros Occidental,2022-01-10T08:57:00,2022-01-10,08:57:00,2022-01-10
22 June 2022 - 03:01 AM,3.98,126.41,105,4.0,Balut Island ,Municipality Of Sarangani ,2022-06-22T03:01:00,2022-06-22,03:01:00,2022-06-22
25 March 2022 - 11:12 PM,13.39,120.31,5,4.2,Paluan ,Occidental Mindoro,2022-03-25T11:12:00,2022-03-25,11:12:00,2022-03-25
18 May 2022 - 09:38 AM,12.39,123.67,12,4.8,City Of Masbate ,Masbate,2022-05-18T09:38:00,2022-05-18,09:38:00,2022-05-18
18 May 2022 - 09:29 AM,12.38,123.69,7,3.8,City Of Masbate ,Masbate,2022-05-18T09:29:00,2022-05-18,09:29:00,2022-05-18
18 May 2022 - 07:57 AM,10.02,126.37,1,3.5,Burgos ,Surigao Del Norte,2022-05-18T07:57:00,2022-05-18,07:57:00,2022-05-18
22 April 2022 - 03:43 PM,14.14,119.21,23,4.3,Lubang ,Occidental Mindoro,2022-04-22T03:43:00,2022-04-22,03:43:00,2022-04-22
22 April 2022 - 12:20 PM,6.24,127.47,53,4.2,Tarragona ,Davao Oriental,2022-04-22T12:20:00,2022-04-22,12:20:00,2022-04-22
22 April 2022 - 11:39 AM,6.81,127.2,33,3.7,Manay ,Davao Oriental,2022-04-22T11:39:00,2022-04-22,11:39:00,2022-04-22
22 April 2022 - 10:57 AM,6.99,126.4,172,3.8,Tarragona ,Davao Oriental,2022-04-22T10:57:00,2022-04-22,10:57:00,2022-04-22
29 July 2022 - 03:57 AM,17.49,120.62,3,3.6,San Isidro ,Abra,2022-07-29T03:57:00,2022-07-29,03:57:00,2022-07-29
10 February 2022 - 06:42 AM,4.31,126.29,161,4.1,Balut Island ,Municipality Of Sarangani ,2022-02-10T06:42:00,2022-02-10,06:42:00,2022-02-10
09 February 2022 - 07:30 PM,10.13,126.63,15,3.8,Burgos ,Surigao Del Norte,2022-02-09T07:30:00,2022-02-09,07:30:00,2022-02-09
25 March 2022 - 10:44 AM,14.15,119.16,30,4.3,Lubang ,Occidental Mindoro,2022-03-25T10:44:00,2022-03-25,10:44:00,2022-03-25
25 March 2022 - 08:59 AM,14.2,119.12,26,4.0,Lubang ,Occidental Mindoro,2022-03-25T08:59:00,2022-03-25,08:59:00,2022-03-25
25 March 2022 - 08:22 AM,14.16,119.14,23,3.9,Lubang ,Occidental Mindoro,2022-03-25T08:22:00,2022-03-25,08:22:00,2022-03-25
17 May 2022 - 09:50 PM,19.25,120.93,1,3.6,Dalupiri Island ,Calayan ,2022-05-17T09:50:00,2022-05-17,09:50:00,2022-05-17
17 May 2022 - 07:53 PM,8.63,126.57,39,3.7,Hinatuan ,Surigao Del Sur,2022-05-17T07:53:00,2022-05-17,07:53:00,2022-05-17
17 May 2022 - 07:30 PM,8.98,126.8,12,4.1,Cagwait ,Surigao Del Sur,2022-05-17T07:30:00,2022-05-17,07:30:00,2022-05-17
17 May 2022 - 05:08 PM,11.69,125.95,9,3.9,Hernani ,Eastern Samar,2022-05-17T05:08:00,2022-05-17,05:08:00,2022-05-17
21 April 2022 - 11:06 PM,6.79,127.22,15,3.8,Manay ,Davao Oriental,2022-04-21T11:06:00,2022-04-21,11:06:00,2022-04-21
21 April 2022 - 05:41 PM,9.72,123.59,4,3.8,Dalaguete ,Cebu,2022-04-21T05:41:00,2022-04-21,05:41:00,2022-04-21
27 August 2022 - 11:29 AM,4.11,126.1,32,4.1,Balut Island ,Municipality Of Sarangani ,2022-08-27T11:29:00,2022-08-27,11:29:00,2022-08-27
29 July 2022 - 01:31 AM,17.45,120.59,9,3.8,Manabo ,Abra,2022-07-29T01:31:00,2022-07-29,01:31:00,2022-07-29
29 July 2022 - 01:16 AM,17.45,120.58,9,4.5,Manabo ,Abra,2022-07-29T01:16:00,2022-07-29,01:16:00,2022-07-29
08 February 2022 - 08:23 AM,4.89,127.82,179,3.9,Jose Abad Santos ,Davao Occidental,2022-02-08T08:23:00,2022-02-08,08:23:00,2022-02-08
25 March 2022 - 08:15 AM,14.25,119.26,14,4.3,Lubang ,Occidental Mindoro,2022-03-25T08:15:00,2022-03-25,08:15:00,2022-03-25
25 March 2022 - 07:36 AM,11.25,125.83,6,3.6,Salcedo ,Eastern Samar,2022-03-25T07:36:00,2022-03-25,07:36:00,2022-03-25
25 March 2022 - 06:37 AM,14.14,119.06,26,4.4,Lubang ,Occidental Mindoro,2022-03-25T06:37:00,2022-03-25,06:37:00,2022-03-25
25 March 2022 - 05:09 AM,14.25,119.4,15,3.6,Lubang ,Occidental Mindoro,2022-03-25T05:09:00,2022-03-25,05:09:00,2022-03-25
25 March 2022 - 05:06 AM,14.19,119.15,26,4.5,Lubang ,Occidental Mindoro,2022-03-25T05:06:00,2022-03-25,05:06:00,2022-03-25
25 March 2022 - 04:50 AM,14.18,119.14,25,4.8,Lubang ,Occidental Mindoro,2022-03-25T04:50:00,2022-03-25,04:50:00,2022-03-25
25 March 2022 - 04:33 AM,14.21,119.04,22,4.4,Lubang ,Occidental Mindoro,2022-03-25T04:33:00,2022-03-25,04:33:00,2022-03-25
17 May 2022 - 04:51 PM,19.03,121.15,1,3.7,Dalupiri Island ,Calayan ,2022-05-17T04:51:00,2022-05-17,04:51:00,2022-05-17
21 April 2022 - 06:14 AM,6.78,127.35,8,4.1,Manay ,Davao Oriental,2022-04-21T06:14:00,2022-04-21,06:14:00,2022-04-21
21 April 2022 - 06:02 AM,3.91,125.92,1,4.4,Balut Island ,Municipality Of Sarangani ,2022-04-21T06:02:00,2022-04-21,06:02:00,2022-04-21
21 April 2022 - 05:02 AM,7.11,127.4,19,3.6,Manay ,Davao Oriental,2022-04-21T05:02:00,2022-04-21,05:02:00,2022-04-21
29 July 2022 - 12:36 AM,17.55,120.58,8,4.6,Tayum ,Abra,2022-07-29T12:36:00,2022-07-29,12:36:00,2022-07-29
09 January 2022 - 01:13 PM,12.74,123.21,24,3.9,Claveria ,Masbate,2022-01-09T01:13:00,2022-01-09,01:13:00,2022-01-09
21 June 2022 - 01:39 AM,16.79,119.77,15,3.7,Bolinao ,Pangasinan,2022-06-21T01:39:00,2022-06-21,01:39:00,2022-06-21
21 June 2022 - 01:26 AM,4.93,127.18,57,4.3,Sarangani Island ,Municipality Of Sarangani ,2022-06-21T01:26:00,2022-06-21,01:26:00,2022-06-21
08 February 2022 - 07:18 AM,8.95,126.09,31,3.7,San Miguel ,Surigao Del Sur,2022-02-08T07:18:00,2022-02-08,07:18:00,2022-02-08
07 February 2022 - 10:37 PM,20.44,120.77,1,3.5,Itbayat ,Batanes,2022-02-07T10:37:00,2022-02-07,10:37:00,2022-02-07
07 February 2022 - 10:26 PM,10.0,126.08,4,3.5,Burgos ,Surigao Del Norte,2022-02-07T10:26:00,2022-02-07,10:26:00,2022-02-07
25 March 2022 - 01:14 AM,14.27,119.09,19,3.7,Lubang ,Occidental Mindoro,2022-03-25T01:14:00,2022-03-25,01:14:00,2022-03-25
24 March 2022 - 08:01 PM,9.15,122.56,8,4.5,Basay ,Negros Oriental,2022-03-24T08:01:00,2022-03-24,08:01:00,2022-03-24
24 March 2022 - 01:03 PM,9.93,126.33,4,3.9,General Luna ,Surigao Del Norte,2022-03-24T01:03:00,2022-03-24,01:03:00,2022-03-24
16 May 2022 - 07:46 AM,4.19,127.23,4,3.6,Balut Island ,Municipality Of Sarangani ,2022-05-16T07:46:00,2022-05-16,07:46:00,2022-05-16
16 May 2022 - 05:15 AM,6.96,126.77,14,3.7,Tarragona ,Davao Oriental,2022-05-16T05:15:00,2022-05-16,05:15:00,2022-05-16
21 April 2022 - 04:16 AM,6.3,127.21,134,3.5,Tarragona ,Davao Oriental,2022-04-21T04:16:00,2022-04-21,04:16:00,2022-04-21
21 April 2022 - 01:48 AM,4.02,126.14,17,4.6,Balut Island ,Municipality Of Sarangani ,2022-04-21T01:48:00,2022-04-21,01:48:00,2022-04-21
27 August 2022 - 01:29 AM,8.65,127.06,7,4.5,Hinatuan ,Surigao Del Sur,2022-08-27T01:29:00,2022-08-27,01:29:00,2022-08-27
27 August 2022 - 12:03 AM,8.67,127.1,1,4.6,Hinatuan ,Surigao Del Sur,2022-08-27T12:03:00,2022-08-27,12:03:00,2022-08-27
08 January 2022 - 06:30 PM,5.8,127.12,92,4.5,Governor Generoso ,Davao Oriental,2022-01-08T06:30:00,2022-01-08,06:30:00,2022-01-08
08 January 2022 - 06:24 PM,20.32,121.75,1,3.9,Sabtang ,Batanes,2022-01-08T06:24:00,2022-01-08,06:24:00,2022-01-08
08 January 2022 - 09:26 AM,6.15,126.51,20,4.2,Governor Generoso ,Davao Oriental,2022-01-08T09:26:00,2022-01-08,09:26:00,2022-01-08
08 January 2022 - 08:03 AM,18.76,119.59,22,3.5,Burgos ,Ilocos Norte,2022-01-08T08:03:00,2022-01-08,08:03:00,2022-01-08
20 June 2022 - 08:42 PM,19.23,121.27,4,3.6,Dalupiri Island ,Calayan ,2022-06-20T08:42:00,2022-06-20,08:42:00,2022-06-20
20 June 2022 - 01:39 PM,2.89,128.01,227,4.8,Balut Island ,Municipality Of Sarangani ,2022-06-20T01:39:00,2022-06-20,01:39:00,2022-06-20
07 February 2022 - 09:35 PM,5.32,126.66,15,3.6,Jose Abad Santos ,Davao Occidental,2022-02-07T09:35:00,2022-02-07,09:35:00,2022-02-07
24 March 2022 - 07:33 AM,14.08,119.16,30,3.7,Lubang ,Occidental Mindoro,2022-03-24T07:33:00,2022-03-24,07:33:00,2022-03-24
24 March 2022 - 05:13 AM,9.28,123.15,6,3.5,Valencia ,Negros Oriental,2022-03-24T05:13:00,2022-03-24,05:13:00,2022-03-24
24 March 2022 - 04:07 AM,14.11,119.13,27,4.6,Lubang ,Occidental Mindoro,2022-03-24T04:07:00,2022-03-24,04:07:00,2022-03-24
21 April 2022 - 12:56 AM,6.27,127.09,101,3.9,Tarragona ,Davao Oriental,2022-04-21T12:56:00,2022-04-21,12:56:00,2022-04-21
21 April 2022 - 12:35 AM,6.01,127.52,54,4.5,Tarragona ,Davao Oriental,2022-04-21T12:35:00,2022-04-21,12:35:00,2022-04-21
20 April 2022 - 11:43 PM,6.26,127.56,56,3.8,Tarragona ,Davao Oriental,2022-04-20T11:43:00,2022-04-20,11:43:00,2022-04-20
20 April 2022 - 10:48 PM,5.11,127.22,133,3.9,Jose Abad Santos ,Davao Occidental,2022-04-20T10:48:00,2022-04-20,10:48:00,2022-04-20
26 August 2022 - 05:25 PM,10.0,124.9,9,3.5,Macrohon ,Southern Leyte,2022-08-26T05:25:00,2022-08-26,05:25:00,2022-08-26
28 July 2022 - 08:33 PM,17.51,120.64,8,3.6,Tayum ,Abra,2022-07-28T08:33:00,2022-07-28,08:33:00,2022-07-28
07 January 2022 - 11:35 PM,13.79,122.58,5,3.6,Buenavista ,Quezon,2022-01-07T11:35:00,2022-01-07,11:35:00,2022-01-07
07 January 2022 - 08:09 PM,4.91,127.45,127,3.6,Sarangani Island ,Municipality Of Sarangani ,2022-01-07T08:09:00,2022-01-07,08:09:00,2022-01-07
20 June 2022 - 07:20 AM,14.83,119.41,20,3.7,San Antonio ,Zambales,2022-06-20T07:20:00,2022-06-20,07:20:00,2022-06-20
20 June 2022 - 05:43 AM,4.09,125.7,8,3.8,Balut Island ,Municipality Of Sarangani ,2022-06-20T05:43:00,2022-06-20,05:43:00,2022-06-20
06 February 2022 - 10:01 PM,6.12,126.03,30,3.9,Don Marcelino ,Davao Occidental,2022-02-06T10:01:00,2022-02-06,10:01:00,2022-02-06
06 February 2022 - 04:12 AM,2.68,126.83,47,4.2,Balut Island ,Municipality Of Sarangani ,2022-02-06T04:12:00,2022-02-06,04:12:00,2022-02-06
06 February 2022 - 01:48 AM,4.47,126.4,97,3.7,Balut Island ,Municipality Of Sarangani ,2022-02-06T01:48:00,2022-02-06,01:48:00,2022-02-06
06 February 2022 - 01:26 AM,4.91,127.05,43,3.6,Sarangani Island ,Municipality Of Sarangani ,2022-02-06T01:26:00,2022-02-06,01:26:00,2022-02-06
15 May 2022 - 08:03 AM,6.27,126.39,104,3.8,Governor Generoso ,Davao Oriental,2022-05-15T08:03:00,2022-05-15,08:03:00,2022-05-15
20 April 2022 - 08:33 PM,12.97,123.26,4,3.5,Claveria ,Masbate,2022-04-20T08:33:00,2022-04-20,08:33:00,2022-04-20
20 April 2022 - 06:33 PM,6.42,127.29,83,3.5,Tarragona ,Davao Oriental,2022-04-20T06:33:00,2022-04-20,06:33:00,2022-04-20
20 April 2022 - 05:20 PM,6.29,127.2,51,4.2,Tarragona ,Davao Oriental,2022-04-20T05:20:00,2022-04-20,05:20:00,2022-04-20
20 April 2022 - 05:13 PM,5.94,127.57,55,3.8,Tarragona ,Davao Oriental,2022-04-20T05:13:00,2022-04-20,05:13:00,2022-04-20
26 August 2022 - 11:41 AM,5.4,126.66,11,3.6,Jose Abad Santos ,Davao Occidental,2022-08-26T11:41:00,2022-08-26,11:41:00,2022-08-26
26 August 2022 - 05:29 AM,17.52,120.66,15,3.9,Bucay ,Abra,2022-08-26T05:29:00,2022-08-26,05:29:00,2022-08-26
28 July 2022 - 07:19 PM,19.71,121.0,1,3.8,Dalupiri Island ,Calayan ,2022-07-28T07:19:00,2022-07-28,07:19:00,2022-07-28
07 January 2022 - 03:22 AM,3.55,125.95,32,4.1,Balut Island ,Municipality Of Sarangani ,2022-01-07T03:22:00,2022-01-07,03:22:00,2022-01-07
19 June 2022 - 07:46 PM,5.18,126.23,57,3.9,Jose Abad Santos ,Davao Occidental,2022-06-19T07:46:00,2022-06-19,07:46:00,2022-06-19
19 June 2022 - 06:10 PM,9.29,123.16,5,3.7,Valencia ,Negros Oriental,2022-06-19T06:10:00,2022-06-19,06:10:00,2022-06-19
05 February 2022 - 07:16 PM,16.37,122.16,34,4.1,Dilasag ,Aurora,2022-02-05T07:16:00,2022-02-05,07:16:00,2022-02-05
05 February 2022 - 12:45 PM,4.93,126.9,60,4.1,Sarangani Island ,Municipality Of Sarangani ,2022-02-05T12:45:00,2022-02-05,12:45:00,2022-02-05
23 March 2022 - 06:28 PM,14.06,120.41,108,3.9,Nasugbu ,Batangas,2022-03-23T06:28:00,2022-03-23,06:28:00,2022-03-23
23 March 2022 - 07:55 AM,14.04,119.3,29,4.1,Lubang ,Occidental Mindoro,2022-03-23T07:55:00,2022-03-23,07:55:00,2022-03-23
15 May 2022 - 03:29 AM,3.09,126.51,70,3.9,Balut Island ,Municipality Of Sarangani ,2022-05-15T03:29:00,2022-05-15,03:29:00,2022-05-15
20 April 2022 - 11:02 AM,9.8,126.54,1,3.6,General Luna ,Surigao Del Norte,2022-04-20T11:02:00,2022-04-20,11:02:00,2022-04-20
20 April 2022 - 05:38 AM,6.27,127.37,90,4.2,Tarragona ,Davao Oriental,2022-04-20T05:38:00,2022-04-20,05:38:00,2022-04-20
20 April 2022 - 04:55 AM,6.23,127.3,112,3.5,Tarragona ,Davao Oriental,2022-04-20T04:55:00,2022-04-20,04:55:00,2022-04-20
26 August 2022 - 01:46 AM,7.19,126.77,16,3.8,Manay ,Davao Oriental,2022-08-26T01:46:00,2022-08-26,01:46:00,2022-08-26
26 August 2022 - 01:32 AM,4.68,126.09,15,3.5,Balut Island ,Municipality Of Sarangani ,2022-08-26T01:32:00,2022-08-26,01:32:00,2022-08-26
06 January 2022 - 01:09 PM,5.03,125.3,27,3.6,Balut Island ,Municipality Of Sarangani ,2022-01-06T01:09:00,2022-01-06,01:09:00,2022-01-06
19 June 2022 - 12:06 PM,20.07,122.15,1,3.8,Uyugan ,Batanes,2022-06-19T12:06:00,2022-06-19,12:06:00,2022-06-19
19 June 2022 - 09:50 AM,9.68,126.11,23,3.6,Socorro ,Surigao Del Norte,2022-06-19T09:50:00,2022-06-19,09:50:00,2022-06-19
19 June 2022 - 03:42 AM,19.91,120.14,15,3.7,Dalupiri Island ,Calayan ,2022-06-19T03:42:00,2022-06-19,03:42:00,2022-06-19
04 February 2022 - 09:43 AM,3.17,128.59,284,4.9,Balut Island ,Municipality Of Sarangani ,2022-02-04T09:43:00,2022-02-04,09:43:00,2022-02-04
23 March 2022 - 01:41 AM,23.43,121.57,15,6.7,Itbayat ,Batanes,2022-03-23T01:41:00,2022-03-23,01:41:00,2022-03-23
20 April 2022 - 03:30 AM,6.9,127.47,26,4.6,Manay ,Davao Oriental,2022-04-20T03:30:00,2022-04-20,03:30:00,2022-04-20
20 April 2022 - 03:27 AM,5.23,126.39,172,3.6,Sarangani Island ,Municipality Of Sarangani ,2022-04-20T03:27:00,2022-04-20,03:27:00,2022-04-20
20 April 2022 - 03:15 AM,6.87,127.07,22,3.6,Manay ,Davao Oriental,2022-04-20T03:15:00,2022-04-20,03:15:00,2022-04-20
20 April 2022 - 02:28 AM,7.0,127.2,30,4.9,Manay ,Davao Oriental,2022-04-20T02:28:00,2022-04-20,02:28:00,2022-04-20
20 April 2022 - 02:22 AM,6.57,123.66,30,3.6,Kalamansig ,Sultan Kudarat,2022-04-20T02:22:00,2022-04-20,02:22:00,2022-04-20
20 April 2022 - 01:45 AM,6.79,127.37,1,3.8,Manay ,Davao Oriental,2022-04-20T01:45:00,2022-04-20,01:45:00,2022-04-20
20 April 2022 - 01:01 AM,14.17,119.14,32,3.6,Lubang ,Occidental Mindoro,2022-04-20T01:01:00,2022-04-20,01:01:00,2022-04-20
20 April 2022 - 12:36 AM,6.99,127.27,34,4.5,Manay ,Davao Oriental,2022-04-20T12:36:00,2022-04-20,12:36:00,2022-04-20
25 August 2022 - 08:26 AM,7.63,124.69,2,3.7,Wao ,Lanao Del Sur,2022-08-25T08:26:00,2022-08-25,08:26:00,2022-08-25
25 August 2022 - 07:04 AM,11.75,125.37,24,3.8,San Julian ,Eastern Samar,2022-08-25T07:04:00,2022-08-25,07:04:00,2022-08-25
28 July 2022 - 03:27 PM,17.2,120.55,8,4.2,San Emilio ,Ilocos Sur,2022-07-28T03:27:00,2022-07-28,03:27:00,2022-07-28
05 January 2022 - 04:35 PM,19.36,121.18,7,4.0,Dalupiri Island ,Calayan ,2022-01-05T04:35:00,2022-01-05,04:35:00,2022-01-05
18 June 2022 - 09:54 PM,10.46,126.97,18,4.3,Burgos ,Surigao Del Norte,2022-06-18T09:54:00,2022-06-18,09:54:00,2022-06-18
03 February 2022 - 12:47 PM,20.0,121.57,55,4.6,Babuyan Island ,Calayan ,2022-02-03T12:47:00,2022-02-03,12:47:00,2022-02-03
03 February 2022 - 11:49 AM,15.71,120.04,16,3.5,Candelaria ,Zambales,2022-02-03T11:49:00,2022-02-03,11:49:00,2022-02-03
22 March 2022 - 09:28 PM,2.06,126.78,167,4.4,Balut Island ,Municipality Of Sarangani ,2022-03-22T09:28:00,2022-03-22,09:28:00,2022-03-22
14 May 2022 - 03:04 AM,6.21,127.54,56,3.5,Tarragona ,Davao Oriental,2022-05-14T03:04:00,2022-05-14,03:04:00,2022-05-14
14 May 2022 - 01:01 AM,13.94,120.47,117,3.8,Calatagan ,Batangas,2022-05-14T01:01:00,2022-05-14,01:01:00,2022-05-14
19 April 2022 - 10:39 PM,6.96,127.15,15,4.4,Manay ,Davao Oriental,2022-04-19T10:39:00,2022-04-19,10:39:00,2022-04-19
19 April 2022 - 08:17 PM,7.27,126.96,15,3.5,Manay ,Davao Oriental,2022-04-19T08:17:00,2022-04-19,08:17:00,2022-04-19
19 April 2022 - 07:46 PM,6.99,126.9,15,4.1,Manay ,Davao Oriental,2022-04-19T07:46:00,2022-04-19,07:46:00,2022-04-19
19 April 2022 - 07:07 PM,7.23,126.97,16,3.6,Manay ,Davao Oriental,2022-04-19T07:07:00,2022-04-19,07:07:00,2022-04-19
25 August 2022 - 04:10 AM,3.68,126.79,132,4.9,Balut Island ,Municipality Of Sarangani ,2022-08-25T04:10:00,2022-08-25,04:10:00,2022-08-25
25 August 2022 - 03:03 AM,6.49,126.25,130,3.7,Governor Generoso ,Davao Oriental,2022-08-25T03:03:00,2022-08-25,03:03:00,2022-08-25
25 August 2022 - 02:07 AM,5.2,127.41,97,3.5,Jose Abad Santos ,Davao Occidental,2022-08-25T02:07:00,2022-08-25,02:07:00,2022-08-25
05 January 2022 - 11:15 AM,4.41,124.85,306,4.1,Balut Island ,Municipality Of Sarangani ,2022-01-05T11:15:00,2022-01-05,11:15:00,2022-01-05
02 February 2022 - 10:47 PM,13.74,120.44,90,4.4,Looc ,Occidental Mindoro,2022-02-02T10:47:00,2022-02-02,10:47:00,2022-02-02
02 February 2022 - 07:50 PM,4.8,125.75,192,3.8,Balut Island ,Municipality Of Sarangani ,2022-02-02T07:50:00,2022-02-02,07:50:00,2022-02-02
