date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
22 March 2022 - 05:49 AM,4.36,125.62,108,3.8,Balut Island ,Municipality Of Sarangani ,2022-03-22T05:49:00,2022-03-22,05:49:00,2022-03-22
22 March 2022 - 04:57 AM,14.1,119.19,24,3.9,Lubang ,Occidental Mindoro,2022-03-22T04:57:00,2022-03-22,04:57:00,2022-03-22
13 May 2022 - 08:31 PM,7.15,127.25,15,3.9,Manay ,Davao Oriental,2022-05-13T08:31:00,2022-05-13,08:31:00,2022-05-13
13 May 2022 - 07:16 AM,19.85,120.99,6,4.0,Calayan ,Cagayan,2022-05-13T07:16:00,2022-05-13,07:16:00,2022-05-13
19 April 2022 - 04:04 PM,6.95,126.99,1,3.6,Manay ,Davao Oriental,2022-04-19T04:04:00,2022-04-19,04:04:00,2022-04-19
19 April 2022 - 03:25 PM,6.93,127.25,10,3.5,Manay ,Davao Oriental,2022-04-19T03:25:00,2022-04-19,03:25:00,2022-04-19
19 April 2022 - 02:08 PM,7.08,127.09,77,4.5,Manay ,Davao Oriental,2022-04-19T02:08:00,2022-04-19,02:08:00,2022-04-19
19 April 2022 - 01:56 PM,7.09,127.09,15,4.6,Manay ,Davao Oriental,2022-04-19T01:56:00,2022-04-19,01:56:00,2022-04-19
19 April 2022 - 12:51 PM,7.11,127.05,28,3.5,Manay ,Davao Oriental,2022-04-19T12:51:00,2022-04-19,12:51:00,2022-04-19
19 April 2022 - 11:58 AM,7.11,127.01,4,3.9,Manay ,Davao Oriental,2022-04-19T11:58:00,2022-04-19,11:58:00,2022-04-19
19 April 2022 - 11:02 AM,7.15,126.95,25,3.9,Manay ,Davao Oriental,2022-04-19T11:02:00,2022-04-19,11:02:00,2022-04-19
24 August 2022 - 04:38 PM,13.68,120.91,5,3.8,Tingloy ,Batangas,2022-08-24T04:38:00,2022-08-24,04:38:00,2022-08-24
04 January 2022 - 03:51 PM,6.84,123.64,1,3.6,Datu Blah T. Sinsuat ,Maguindanao,2022-01-04T03:51:00,2022-01-04,03:51:00,2022-01-04
04 January 2022 - 04:38 AM,6.83,123.66,7,3.8,Datu Blah T. Sinsuat ,Maguindanao,2022-01-04T04:38:00,2022-01-04,04:38:00,2022-01-04
13 May 2022 - 12:14 AM,5.98,126.91,72,4.6,Governor Generoso ,Davao Oriental,2022-05-13T12:14:00,2022-05-13,12:14:00,2022-05-13
19 April 2022 - 10:50 AM,7.01,127.22,43,3.7,Manay ,Davao Oriental,2022-04-19T10:50:00,2022-04-19,10:50:00,2022-04-19
19 April 2022 - 10:26 AM,7.17,126.9,22,4.4,Manay ,Davao Oriental,2022-04-19T10:26:00,2022-04-19,10:26:00,2022-04-19
19 April 2022 - 10:17 AM,7.05,126.75,1,3.8,Manay ,Davao Oriental,2022-04-19T10:17:00,2022-04-19,10:17:00,2022-04-19
19 April 2022 - 10:04 AM,7.17,127.08,28,3.5,Manay ,Davao Oriental,2022-04-19T10:04:00,2022-04-19,10:04:00,2022-04-19
19 April 2022 - 09:59 AM,7.04,127.05,41,3.8,Manay ,Davao Oriental,2022-04-19T09:59:00,2022-04-19,09:59:00,2022-04-19
19 April 2022 - 09:54 AM,7.03,126.99,15,3.7,Manay ,Davao Oriental,2022-04-19T09:54:00,2022-04-19,09:54:00,2022-04-19
19 April 2022 - 05:25 AM,14.21,119.18,30,3.6,Lubang ,Occidental Mindoro,2022-04-19T05:25:00,2022-04-19,05:25:00,2022-04-19
03 January 2022 - 02:04 PM,12.85,123.55,8,3.5,Donsol ,Sorsogon,2022-01-03T02:04:00,2022-01-03,02:04:00,2022-01-03
03 January 2022 - 06:44 AM,2.09,126.81,163,4.2,Balut Island ,Municipality Of Sarangani ,2022-01-03T06:44:00,2022-01-03,06:44:00,2022-01-03
21 March 2022 - 08:02 AM,7.38,122.14,5,3.9,Sibuco ,Zamboanga Del Norte,2022-03-21T08:02:00,2022-03-21,08:02:00,2022-03-21
12 May 2022 - 11:22 PM,16.43,119.66,1,3.6,Bolinao ,Pangasinan,2022-05-12T11:22:00,2022-05-12,11:22:00,2022-05-12
12 May 2022 - 09:36 PM,7.06,128.07,19,3.5,Caraga ,Davao Oriental,2022-05-12T09:36:00,2022-05-12,09:36:00,2022-05-12
12 May 2022 - 08:23 PM,6.07,127.98,61,4.0,Tarragona ,Davao Oriental,2022-05-12T08:23:00,2022-05-12,08:23:00,2022-05-12
12 May 2022 - 01:54 PM,9.53,126.61,7,3.8,Cortes ,Surigao Del Sur,2022-05-12T01:54:00,2022-05-12,01:54:00,2022-05-12
12 May 2022 - 01:43 PM,9.57,126.59,2,4.3,Cortes ,Surigao Del Sur,2022-05-12T01:43:00,2022-05-12,01:43:00,2022-05-12
19 April 2022 - 04:54 AM,5.25,126.31,74,4.0,Sarangani Island ,Municipality Of Sarangani ,2022-04-19T04:54:00,2022-04-19,04:54:00,2022-04-19
19 April 2022 - 04:47 AM,14.21,119.21,26,3.8,Lubang ,Occidental Mindoro,2022-04-19T04:47:00,2022-04-19,04:47:00,2022-04-19
19 April 2022 - 02:19 AM,8.95,126.66,8,4.1,Bayabas ,Surigao Del Sur,2022-04-19T02:19:00,2022-04-19,02:19:00,2022-04-19
19 April 2022 - 12:42 AM,14.2,119.11,31,3.6,Lubang ,Occidental Mindoro,2022-04-19T12:42:00,2022-04-19,12:42:00,2022-04-19
18 April 2022 - 11:38 PM,5.3,127.2,148,3.7,Jose Abad Santos ,Davao Occidental,2022-04-18T11:38:00,2022-04-18,11:38:00,2022-04-18
18 April 2022 - 11:31 PM,14.25,119.24,14,4.0,Lubang ,Occidental Mindoro,2022-04-18T11:31:00,2022-04-18,11:31:00,2022-04-18
28 July 2022 - 06:41 AM,17.56,120.54,1,3.7,Tayum ,Abra,2022-07-28T06:41:00,2022-07-28,06:41:00,2022-07-28
28 July 2022 - 06:19 AM,17.55,120.6,7,4.0,San Quintin ,Abra,2022-07-28T06:19:00,2022-07-28,06:19:00,2022-07-28
03 January 2022 - 02:46 AM,7.78,122.04,25,3.6,Siocon ,Zamboanga Del Norte,2022-01-03T02:46:00,2022-01-03,02:46:00,2022-01-03
02 January 2022 - 05:43 AM,3.39,126.46,9,3.9,Balut Island ,Municipality Of Sarangani ,2022-01-02T05:43:00,2022-01-02,05:43:00,2022-01-02
01 February 2022 - 12:14 AM,6.44,126.63,28,4.0,Governor Generoso ,Davao Oriental,2022-02-01T12:14:00,2022-02-01,12:14:00,2022-02-01
21 March 2022 - 04:41 AM,10.36,126.1,14,4.1,Burgos ,Surigao Del Norte,2022-03-21T04:41:00,2022-03-21,04:41:00,2022-03-21
12 May 2022 - 04:51 AM,3.5,126.48,135,4.0,Balut Island ,Municipality Of Sarangani ,2022-05-12T04:51:00,2022-05-12,04:51:00,2022-05-12
12 May 2022 - 03:12 AM,5.24,126.1,146,4.8,Sarangani Island ,Municipality Of Sarangani ,2022-05-12T03:12:00,2022-05-12,03:12:00,2022-05-12
12 May 2022 - 12:20 AM,2.89,126.45,103,4.9,Balut Island ,Municipality Of Sarangani ,2022-05-12T12:20:00,2022-05-12,12:20:00,2022-05-12
18 April 2022 - 10:30 PM,14.23,119.15,24,4.9,Lubang ,Occidental Mindoro,2022-04-18T10:30:00,2022-04-18,10:30:00,2022-04-18
18 April 2022 - 10:23 PM,14.25,119.14,34,4.0,Lubang ,Occidental Mindoro,2022-04-18T10:23:00,2022-04-18,10:23:00,2022-04-18
18 April 2022 - 09:39 PM,21.33,120.83,22,3.8,Itbayat ,Batanes,2022-04-18T09:39:00,2022-04-18,09:39:00,2022-04-18
18 April 2022 - 08:45 PM,14.19,119.17,26,3.9,Lubang ,Occidental Mindoro,2022-04-18T08:45:00,2022-04-18,08:45:00,2022-04-18
18 April 2022 - 05:37 PM,14.22,119.11,33,3.9,Lubang ,Occidental Mindoro,2022-04-18T05:37:00,2022-04-18,05:37:00,2022-04-18
18 April 2022 - 02:13 PM,4.27,125.96,14,4.2,Balut Island ,Municipality Of Sarangani ,2022-04-18T02:13:00,2022-04-18,02:13:00,2022-04-18
23 August 2022 - 02:21 AM,10.2,126.68,17,4.1,Burgos ,Surigao Del Norte,2022-08-23T02:21:00,2022-08-23,02:21:00,2022-08-23
28 July 2022 - 05:04 AM,17.26,120.54,9,3.5,San Emilio ,Ilocos Sur,2022-07-28T05:04:00,2022-07-28,05:04:00,2022-07-28
28 July 2022 - 04:41 AM,17.64,120.65,9,3.8,Tayum ,Abra,2022-07-28T04:41:00,2022-07-28,04:41:00,2022-07-28
28 July 2022 - 04:32 AM,17.48,120.6,4,4.1,San Isidro ,Abra,2022-07-28T04:32:00,2022-07-28,04:32:00,2022-07-28
28 July 2022 - 03:50 AM,17.62,120.51,1,4.2,Tayum ,Abra,2022-07-28T03:50:00,2022-07-28,03:50:00,2022-07-28
01 January 2022 - 09:01 PM,9.25,125.52,2,3.5,Jabonga ,Agusan Del Norte,2022-01-01T09:01:00,2022-01-01,09:01:00,2022-01-01
21 March 2022 - 02:05 AM,10.33,126.11,21,3.5,Burgos ,Surigao Del Norte,2022-03-21T02:05:00,2022-03-21,02:05:00,2022-03-21
11 May 2022 - 05:24 PM,12.89,125.37,19,4.1,Mapanas ,Northern Samar,2022-05-11T05:24:00,2022-05-11,05:24:00,2022-05-11
18 April 2022 - 02:53 AM,6.26,126.32,125,3.5,Governor Generoso ,Davao Oriental,2022-04-18T02:53:00,2022-04-18,02:53:00,2022-04-18
18 April 2022 - 02:30 AM,10.05,125.82,28,3.7,Santa Monica ,Surigao Del Norte,2022-04-18T02:30:00,2022-04-18,02:30:00,2022-04-18
17 April 2022 - 11:24 PM,14.22,119.09,33,3.8,Lubang ,Occidental Mindoro,2022-04-17T11:24:00,2022-04-17,11:24:00,2022-04-17
22 August 2022 - 10:59 PM,13.7,120.9,5,4.4,Tingloy ,Batangas,2022-08-22T10:59:00,2022-08-22,10:59:00,2022-08-22
28 July 2022 - 02:43 AM,17.07,120.57,3,4.8,Suyo ,Ilocos Sur,2022-07-28T02:43:00,2022-07-28,02:43:00,2022-07-28
28 July 2022 - 02:28 AM,17.45,120.62,11,3.7,Manabo ,Abra,2022-07-28T02:28:00,2022-07-28,02:28:00,2022-07-28
28 July 2022 - 02:20 AM,17.63,120.53,5,3.8,Tayum ,Abra,2022-07-28T02:20:00,2022-07-28,02:20:00,2022-07-28
01 January 2022 - 02:17 AM,7.04,126.66,26,4.2,Manay ,Davao Oriental,2022-01-01T02:17:00,2022-01-01,02:17:00,2022-01-01
11 May 2022 - 09:39 AM,4.87,123.09,591,4.0,Palimbang ,Sultan Kudarat,2022-05-11T09:39:00,2022-05-11,09:39:00,2022-05-11
17 April 2022 - 08:19 PM,5.1,126.14,89,3.8,Sarangani Island ,Municipality Of Sarangani ,2022-04-17T08:19:00,2022-04-17,08:19:00,2022-04-17
17 April 2022 - 07:45 PM,8.79,127.33,26,3.7,Cagwait ,Surigao Del Sur,2022-04-17T07:45:00,2022-04-17,07:45:00,2022-04-17
22 August 2022 - 10:35 AM,6.62,126.29,19,3.6,Governor Generoso ,Davao Oriental,2022-08-22T10:35:00,2022-08-22,10:35:00,2022-08-22
22 August 2022 - 09:39 AM,2.54,127.76,202,4.3,Balut Island ,Municipality Of Sarangani ,2022-08-22T09:39:00,2022-08-22,09:39:00,2022-08-22
22 August 2022 - 04:55 AM,16.28,119.8,21,3.5,Bolinao ,Pangasinan,2022-08-22T04:55:00,2022-08-22,04:55:00,2022-08-22
28 July 2022 - 01:28 AM,17.41,120.67,10,3.6,Manabo ,Abra,2022-07-28T01:28:00,2022-07-28,01:28:00,2022-07-28
21 March 2022 - 12:50 AM,14.12,119.25,12,3.9,Lubang ,Occidental Mindoro,2022-03-21T12:50:00,2022-03-21,12:50:00,2022-03-21
10 May 2022 - 10:14 PM,13.78,120.45,101,4.2,Calatagan ,Batangas,2022-05-10T10:14:00,2022-05-10,10:14:00,2022-05-10
10 May 2022 - 04:28 PM,3.27,127.83,257,4.3,Balut Island ,Municipality Of Sarangani ,2022-05-10T04:28:00,2022-05-10,04:28:00,2022-05-10
10 May 2022 - 11:21 AM,7.96,126.46,97,3.8,Lingig ,Surigao Del Sur,2022-05-10T11:21:00,2022-05-10,11:21:00,2022-05-10
17 April 2022 - 06:57 AM,5.15,126.79,57,3.8,Jose Abad Santos ,Davao Occidental,2022-04-17T06:57:00,2022-04-17,06:57:00,2022-04-17
17 April 2022 - 06:53 AM,12.28,123.81,1,3.5,Batuan ,Masbate,2022-04-17T06:53:00,2022-04-17,06:53:00,2022-04-17
17 April 2022 - 05:04 AM,13.86,120.45,61,3.5,Calatagan ,Batangas,2022-04-17T05:04:00,2022-04-17,05:04:00,2022-04-17
17 April 2022 - 05:01 AM,5.67,124.24,1,3.9,Maitum ,Sarangani,2022-04-17T05:01:00,2022-04-17,05:01:00,2022-04-17
22 August 2022 - 04:34 AM,18.5,121.22,87,3.6,Sanchez-mira ,Cagayan,2022-08-22T04:34:00,2022-08-22,04:34:00,2022-08-22
28 July 2022 - 12:14 AM,17.3,120.51,1,3.8,Burgos ,Ilocos Sur,2022-07-28T12:14:00,2022-07-28,12:14:00,2022-07-28
27 July 2022 - 11:14 PM,17.77,120.59,13,4.0,Tayum ,Abra,2022-07-27T11:14:00,2022-07-27,11:14:00,2022-07-27
20 March 2022 - 10:44 PM,14.01,119.31,27,3.5,Lubang ,Occidental Mindoro,2022-03-20T10:44:00,2022-03-20,10:44:00,2022-03-20
20 March 2022 - 07:59 PM,8.77,126.09,7,3.7,San Miguel ,Surigao Del Sur,2022-03-20T07:59:00,2022-03-20,07:59:00,2022-03-20
20 March 2022 - 07:54 PM,14.16,119.29,23,3.5,Lubang ,Occidental Mindoro,2022-03-20T07:54:00,2022-03-20,07:54:00,2022-03-20
20 March 2022 - 07:39 PM,14.07,119.22,30,3.6,Lubang ,Occidental Mindoro,2022-03-20T07:39:00,2022-03-20,07:39:00,2022-03-20
10 May 2022 - 12:39 AM,13.3,125.42,43,3.7,Palapag ,Northern Samar,2022-05-10T12:39:00,2022-05-10,12:39:00,2022-05-10
17 April 2022 - 12:15 AM,14.16,119.22,22,3.6,Lubang ,Occidental Mindoro,2022-04-17T12:15:00,2022-04-17,12:15:00,2022-04-17
22 August 2022 - 01:37 AM,10.41,126.0,23,3.6,Burgos ,Surigao Del Norte,2022-08-22T01:37:00,2022-08-22,01:37:00,2022-08-22
22 August 2022 - 12:12 AM,21.59,120.35,13,3.7,Itbayat ,Batanes,2022-08-22T12:12:00,2022-08-22,12:12:00,2022-08-22
27 July 2022 - 10:22 PM,17.49,120.57,18,3.6,San Isidro ,Abra,2022-07-27T10:22:00,2022-07-27,10:22:00,2022-07-27
27 July 2022 - 09:58 PM,17.58,120.54,1,3.7,Tayum ,Abra,2022-07-27T09:58:00,2022-07-27,09:58:00,2022-07-27
27 July 2022 - 09:35 PM,16.16,121.83,20,3.7,Dinalungan ,Aurora,2022-07-27T09:35:00,2022-07-27,09:35:00,2022-07-27
09 May 2022 - 06:44 PM,7.23,127.23,28,3.8,Manay ,Davao Oriental,2022-05-09T06:44:00,2022-05-09,06:44:00,2022-05-09
09 May 2022 - 05:27 PM,4.15,126.23,108,3.9,Balut Island ,Municipality Of Sarangani ,2022-05-09T05:27:00,2022-05-09,05:27:00,2022-05-09
09 May 2022 - 03:03 PM,19.07,121.19,14,3.7,Dalupiri Island ,Calayan ,2022-05-09T03:03:00,2022-05-09,03:03:00,2022-05-09
21 August 2022 - 08:03 PM,14.55,124.14,1,4.1,Pandan ,Catanduanes,2022-08-21T08:03:00,2022-08-21,08:03:00,2022-08-21
21 August 2022 - 03:33 PM,3.03,126.15,34,4.6,Balut Island ,Municipality Of Sarangani ,2022-08-21T03:33:00,2022-08-21,03:33:00,2022-08-21
27 July 2022 - 08:17 PM,17.66,120.55,3,4.2,Tayum ,Abra,2022-07-27T08:17:00,2022-07-27,08:17:00,2022-07-27
12 June 2022 - 10:21 PM,9.18,125.54,5,4.3,Tubay ,Agusan Del Norte,2022-06-12T10:21:00,2022-06-12,10:21:00,2022-06-12
12 June 2022 - 09:26 PM,10.31,125.12,3,3.8,Saint Bernard ,Southern Leyte,2022-06-12T09:26:00,2022-06-12,09:26:00,2022-06-12
20 March 2022 - 01:58 PM,13.91,119.23,59,4.4,Lubang ,Occidental Mindoro,2022-03-20T01:58:00,2022-03-20,01:58:00,2022-03-20
20 March 2022 - 01:19 PM,14.29,119.34,6,3.5,Lubang ,Occidental Mindoro,2022-03-20T01:19:00,2022-03-20,01:19:00,2022-03-20
09 May 2022 - 05:35 AM,6.81,125.03,4,3.8,Tulunan ,Cotabato,2022-05-09T05:35:00,2022-05-09,05:35:00,2022-05-09
09 May 2022 - 12:34 AM,3.06,126.87,101,4.5,Balut Island ,Municipality Of Sarangani ,2022-05-09T12:34:00,2022-05-09,12:34:00,2022-05-09
08 May 2022 - 08:17 PM,3.42,126.76,4,4.9,Balut Island ,Municipality Of Sarangani ,2022-05-08T08:17:00,2022-05-08,08:17:00,2022-05-08
16 April 2022 - 07:41 PM,5.66,124.33,1,3.6,Maitum ,Sarangani,2022-04-16T07:41:00,2022-04-16,07:41:00,2022-04-16
16 April 2022 - 09:57 AM,2.97,125.41,34,4.2,Balut Island ,Municipality Of Sarangani ,2022-04-16T09:57:00,2022-04-16,09:57:00,2022-04-16
16 April 2022 - 08:41 AM,6.45,123.56,20,3.9,Kalamansig ,Sultan Kudarat,2022-04-16T08:41:00,2022-04-16,08:41:00,2022-04-16
21 August 2022 - 12:43 PM,15.24,122.11,4,3.6,Panukulan ,Quezon,2022-08-21T12:43:00,2022-08-21,12:43:00,2022-08-21
21 August 2022 - 10:19 AM,15.23,122.05,3,3.6,Panukulan ,Quezon,2022-08-21T10:19:00,2022-08-21,10:19:00,2022-08-21
21 August 2022 - 09:20 AM,15.24,122.05,1,4.5,Panukulan ,Quezon,2022-08-21T09:20:00,2022-08-21,09:20:00,2022-08-21
12 June 2022 - 07:23 PM,20.06,121.12,6,3.8,Sabtang ,Batanes,2022-06-12T07:23:00,2022-06-12,07:23:00,2022-06-12
12 June 2022 - 06:38 PM,19.97,122.4,38,3.8,Uyugan ,Batanes,2022-06-12T06:38:00,2022-06-12,06:38:00,2022-06-12
12 June 2022 - 05:52 PM,2.11,126.65,147,4.8,Balut Island ,Municipality Of Sarangani ,2022-06-12T05:52:00,2022-06-12,05:52:00,2022-06-12
12 June 2022 - 02:05 PM,19.23,121.0,15,3.7,Dalupiri Island ,Calayan ,2022-06-12T02:05:00,2022-06-12,02:05:00,2022-06-12
08 May 2022 - 01:16 PM,8.68,126.41,29,3.6,Marihatag ,Surigao Del Sur,2022-05-08T01:16:00,2022-05-08,01:16:00,2022-05-08
08 May 2022 - 10:18 AM,3.3,126.64,56,4.4,Balut Island ,Municipality Of Sarangani ,2022-05-08T10:18:00,2022-05-08,10:18:00,2022-05-08
08 May 2022 - 10:12 AM,3.64,126.72,22,4.8,Balut Island ,Municipality Of Sarangani ,2022-05-08T10:12:00,2022-05-08,10:12:00,2022-05-08
08 May 2022 - 08:47 AM,4.38,126.99,96,4.0,Sarangani Island ,Municipality Of Sarangani ,2022-05-08T08:47:00,2022-05-08,08:47:00,2022-05-08
08 May 2022 - 07:02 AM,6.45,127.39,62,4.4,Tarragona ,Davao Oriental,2022-05-08T07:02:00,2022-05-08,07:02:00,2022-05-08
16 April 2022 - 03:19 AM,13.64,125.27,14,4.2,Gigmoto ,Catanduanes,2022-04-16T03:19:00,2022-04-16,03:19:00,2022-04-16
16 April 2022 - 02:08 AM,11.24,124.63,8,4.0,Capoocan ,Leyte,2022-04-16T02:08:00,2022-04-16,02:08:00,2022-04-16
27 July 2022 - 04:40 PM,17.54,120.59,1,3.6,Tayum ,Abra,2022-07-27T04:40:00,2022-07-27,04:40:00,2022-07-27
27 July 2022 - 03:38 PM,17.62,120.54,1,4.8,Tayum ,Abra,2022-07-27T03:38:00,2022-07-27,03:38:00,2022-07-27
12 June 2022 - 12:59 AM,12.3,125.18,27,4.0,Jipapad ,Eastern Samar,2022-06-12T12:59:00,2022-06-12,12:59:00,2022-06-12
19 March 2022 - 08:30 PM,14.25,119.23,17,3.8,Lubang ,Occidental Mindoro,2022-03-19T08:30:00,2022-03-19,08:30:00,2022-03-19
08 May 2022 - 02:56 AM,3.32,126.99,46,3.8,Balut Island ,Municipality Of Sarangani ,2022-05-08T02:56:00,2022-05-08,02:56:00,2022-05-08
15 April 2022 - 11:24 AM,10.45,126.46,3,3.9,Burgos ,Surigao Del Norte,2022-04-15T11:24:00,2022-04-15,11:24:00,2022-04-15
20 August 2022 - 11:41 PM,20.18,120.98,15,3.8,Sabtang ,Batanes,2022-08-20T11:41:00,2022-08-20,11:41:00,2022-08-20
20 August 2022 - 11:01 PM,17.61,120.61,10,3.9,Tayum ,Abra,2022-08-20T11:01:00,2022-08-20,11:01:00,2022-08-20
20 August 2022 - 09:34 PM,12.44,123.81,1,3.6,San Fernando ,Masbate,2022-08-20T09:34:00,2022-08-20,09:34:00,2022-08-20
27 July 2022 - 02:49 PM,17.54,120.63,13,3.8,Tayum ,Abra,2022-07-27T02:49:00,2022-07-27,02:49:00,2022-07-27
27 July 2022 - 02:30 PM,17.52,120.69,5,3.7,Tayum ,Abra,2022-07-27T02:30:00,2022-07-27,02:30:00,2022-07-27
27 July 2022 - 02:06 PM,17.52,120.62,8,3.6,Tayum ,Abra,2022-07-27T02:06:00,2022-07-27,02:06:00,2022-07-27
27 July 2022 - 01:43 PM,17.47,120.65,10,4.1,Villaviciosa ,Abra,2022-07-27T01:43:00,2022-07-27,01:43:00,2022-07-27
11 June 2022 - 01:38 PM,10.65,125.94,1,4.0,Homonhon Island ,Guiuan ,2022-06-11T01:38:00,2022-06-11,01:38:00,2022-06-11
19 March 2022 - 11:58 AM,9.62,122.55,76,3.6,Hinoba-an ,Negros Occidental,2022-03-19T11:58:00,2022-03-19,11:58:00,2022-03-19
19 March 2022 - 11:31 AM,14.21,119.25,14,3.5,Lubang ,Occidental Mindoro,2022-03-19T11:31:00,2022-03-19,11:31:00,2022-03-19
07 May 2022 - 06:08 AM,8.09,126.83,17,3.5,Lingig ,Surigao Del Sur,2022-05-07T06:08:00,2022-05-07,06:08:00,2022-05-07
07 May 2022 - 03:00 AM,6.38,127.39,96,3.6,Tarragona ,Davao Oriental,2022-05-07T03:00:00,2022-05-07,03:00:00,2022-05-07
07 May 2022 - 12:14 AM,6.36,127.11,74,4.2,Tarragona ,Davao Oriental,2022-05-07T12:14:00,2022-05-07,12:14:00,2022-05-07
20 August 2022 - 01:02 PM,13.32,120.54,58,3.8,Mamburao ,Occidental Mindoro,2022-08-20T01:02:00,2022-08-20,01:02:00,2022-08-20
27 July 2022 - 01:39 PM,17.21,120.56,4,3.5,San Emilio ,Ilocos Sur,2022-07-27T01:39:00,2022-07-27,01:39:00,2022-07-27
27 July 2022 - 12:08 PM,17.62,120.55,1,3.9,Tayum ,Abra,2022-07-27T12:08:00,2022-07-27,12:08:00,2022-07-27
27 July 2022 - 12:05 PM,17.58,120.74,3,3.8,Bucay ,Abra,2022-07-27T12:05:00,2022-07-27,12:05:00,2022-07-27
11 June 2022 - 01:07 AM,3.63,123.1,568,4.3,Banguingui ,Sulu,2022-06-11T01:07:00,2022-06-11,01:07:00,2022-06-11
10 June 2022 - 10:57 PM,14.2,119.04,22,3.6,Lubang ,Occidental Mindoro,2022-06-10T10:57:00,2022-06-10,10:57:00,2022-06-10
06 May 2022 - 05:11 PM,6.35,127.31,2,3.5,Tarragona ,Davao Oriental,2022-05-06T05:11:00,2022-05-06,05:11:00,2022-05-06
06 May 2022 - 12:40 PM,6.39,127.28,96,4.4,Tarragona ,Davao Oriental,2022-05-06T12:40:00,2022-05-06,12:40:00,2022-05-06
06 May 2022 - 09:59 AM,6.17,127.64,114,3.6,Tarragona ,Davao Oriental,2022-05-06T09:59:00,2022-05-06,09:59:00,2022-05-06
06 May 2022 - 09:36 AM,5.9,127.46,87,4.3,Tarragona ,Davao Oriental,2022-05-06T09:36:00,2022-05-06,09:36:00,2022-05-06
06 May 2022 - 08:30 AM,6.22,127.63,102,3.5,Tarragona ,Davao Oriental,2022-05-06T08:30:00,2022-05-06,08:30:00,2022-05-06
06 May 2022 - 06:03 AM,6.36,127.1,9,3.6,Tarragona ,Davao Oriental,2022-05-06T06:03:00,2022-05-06,06:03:00,2022-05-06
06 May 2022 - 04:46 AM,16.44,119.67,28,3.5,Bolinao ,Pangasinan,2022-05-06T04:46:00,2022-05-06,04:46:00,2022-05-06
14 April 2022 - 05:47 PM,3.3,126.01,119,3.9,Balut Island ,Municipality Of Sarangani ,2022-04-14T05:47:00,2022-04-14,05:47:00,2022-04-14
20 August 2022 - 08:00 AM,12.41,123.67,12,4.0,City Of Masbate ,Masbate,2022-08-20T08:00:00,2022-08-20,08:00:00,2022-08-20
20 August 2022 - 06:05 AM,4.67,125.7,172,4.3,Balut Island ,Municipality Of Sarangani ,2022-08-20T06:05:00,2022-08-20,06:05:00,2022-08-20
20 August 2022 - 03:51 AM,12.44,123.63,12,3.9,City Of Masbate ,Masbate,2022-08-20T03:51:00,2022-08-20,03:51:00,2022-08-20
27 July 2022 - 11:39 AM,13.06,124.38,5,3.6,Prieto Diaz ,Sorsogon,2022-07-27T11:39:00,2022-07-27,11:39:00,2022-07-27
27 July 2022 - 11:28 AM,17.58,120.69,11,4.7,Tayum ,Abra,2022-07-27T11:28:00,2022-07-27,11:28:00,2022-07-27
27 July 2022 - 11:14 AM,17.49,120.69,10,4.4,Bucay ,Abra,2022-07-27T11:14:00,2022-07-27,11:14:00,2022-07-27
27 July 2022 - 10:50 AM,17.56,120.65,10,4.0,Tayum ,Abra,2022-07-27T10:50:00,2022-07-27,10:50:00,2022-07-27
27 July 2022 - 10:29 AM,17.55,120.66,9,3.8,Tayum ,Abra,2022-07-27T10:29:00,2022-07-27,10:29:00,2022-07-27
06 May 2022 - 02:30 AM,6.52,127.15,118,3.7,Tarragona ,Davao Oriental,2022-05-06T02:30:00,2022-05-06,02:30:00,2022-05-06
13 April 2022 - 06:53 PM,14.03,119.16,32,3.9,Lubang ,Occidental Mindoro,2022-04-13T06:53:00,2022-04-13,06:53:00,2022-04-13
27 July 2022 - 10:11 AM,17.56,120.7,10,3.8,Tayum ,Abra,2022-07-27T10:11:00,2022-07-27,10:11:00,2022-07-27
27 July 2022 - 09:29 AM,17.59,120.61,17,3.9,Tayum ,Abra,2022-07-27T09:29:00,2022-07-27,09:29:00,2022-07-27
27 July 2022 - 08:52 AM,17.7,120.5,13,3.5,San Juan ,Ilocos Sur,2022-07-27T08:52:00,2022-07-27,08:52:00,2022-07-27
09 June 2022 - 10:41 PM,3.71,126.41,98,3.8,Balut Island ,Municipality Of Sarangani ,2022-06-09T10:41:00,2022-06-09,10:41:00,2022-06-09
05 May 2022 - 10:59 PM,16.26,122.31,18,3.6,Casiguran ,Aurora,2022-05-05T10:59:00,2022-05-05,10:59:00,2022-05-05
05 May 2022 - 10:54 PM,6.43,127.24,68,4.5,Tarragona ,Davao Oriental,2022-05-05T10:54:00,2022-05-05,10:54:00,2022-05-05
05 May 2022 - 08:18 PM,9.67,126.51,1,3.5,General Luna ,Surigao Del Norte,2022-05-05T08:18:00,2022-05-05,08:18:00,2022-05-05
13 April 2022 - 05:09 PM,8.42,126.92,6,3.8,City Of Bislig ,Surigao Del Sur,2022-04-13T05:09:00,2022-04-13,05:09:00,2022-04-13
12 April 2022 - 11:46 PM,3.19,128.11,231,4.9,Balut Island ,Municipality Of Sarangani ,2022-04-12T11:46:00,2022-04-12,11:46:00,2022-04-12
