date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
22 February 2021 - 03:55 PM,6.76,124.99,26,1.8,Magsaysay ,Davao Del Sur,2021-02-22T03:55:00,2021-02-22,03:55:00,2021-02-22
22 February 2021 - 03:06 PM,18.29,120.85,36,2.0,Carasi ,Ilocos Norte,2021-02-22T03:06:00,2021-02-22,03:06:00,2021-02-22
22 February 2021 - 06:25 AM,16.41,120.83,33,1.7,Ambaguio ,Nueva Vizcaya,2021-02-22T06:25:00,2021-02-22,06:25:00,2021-02-22
25 May 2021 - 03:05 PM,14.18,120.6,107,2.0,Nasugbu ,Batangas,2021-05-25T03:05:00,2021-05-25,03:05:00,2021-05-25
25 May 2021 - 02:37 PM,9.14,125.9,1,2.0,Carmen ,Surigao Del Sur,2021-05-25T02:37:00,2021-05-25,02:37:00,2021-05-25
25 May 2021 - 01:29 PM,9.46,122.55,20,2.0,Hinoba-an ,Negros Occidental,2021-05-25T01:29:00,2021-05-25,01:29:00,2021-05-25
25 May 2021 - 12:13 PM,7.12,126.12,29,1.8,City Of Mati ,Davao Oriental,2021-05-25T12:13:00,2021-05-25,12:13:00,2021-05-25
25 May 2021 - 07:48 AM,9.42,126.39,35,1.9,Cortes ,Surigao Del Sur,2021-05-25T07:48:00,2021-05-25,07:48:00,2021-05-25
25 May 2021 - 01:15 AM,13.84,120.57,85,1.9,Calatagan ,Batangas,2021-05-25T01:15:00,2021-05-25,01:15:00,2021-05-25
24 September 2021 - 08:45 PM,9.55,125.9,32,2.0,Claver ,Surigao Del Norte,2021-09-24T08:45:00,2021-09-24,08:45:00,2021-09-24
24 November 2021 - 09:52 AM,15.37,122.19,30,2.0,Burdeos ,Quezon,2021-11-24T09:52:00,2021-11-24,09:52:00,2021-11-24
24 November 2021 - 07:14 AM,13.06,122.05,33,1.6,Banton ,Romblon,2021-11-24T07:14:00,2021-11-24,07:14:00,2021-11-24
24 November 2021 - 06:02 AM,13.97,119.27,27,1.4,Lubang ,Occidental Mindoro,2021-11-24T06:02:00,2021-11-24,06:02:00,2021-11-24
23 December 2021 - 03:57 AM,16.27,121.94,22,1.9,Dinalungan ,Aurora,2021-12-23T03:57:00,2021-12-23,03:57:00,2021-12-23
23 December 2021 - 02:50 AM,14.66,120.59,107,1.9,Pilar ,Bataan,2021-12-23T02:50:00,2021-12-23,02:50:00,2021-12-23
22 December 2021 - 10:10 PM,15.56,120.01,22,2.0,Masinloc ,Zambales,2021-12-22T10:10:00,2021-12-22,10:10:00,2021-12-22
22 December 2021 - 08:27 PM,2.13,126.37,42,0.0,Balut Island ,Municipality Of Sarangani ,2021-12-22T08:27:00,2021-12-22,08:27:00,2021-12-22
25 June 2021 - 12:08 PM,9.68,123.23,2,1.8,Alegria ,Cebu,2021-06-25T12:08:00,2021-06-25,12:08:00,2021-06-25
25 June 2021 - 07:50 AM,9.55,122.87,18,2.0,City Of Bayawan ,Negros Oriental,2021-06-25T07:50:00,2021-06-25,07:50:00,2021-06-25
24 October 2021 - 10:58 AM,16.34,122.34,21,2.0,Dilasag ,Aurora,2021-10-24T10:58:00,2021-10-24,10:58:00,2021-10-24
24 October 2021 - 06:21 AM,17.75,120.9,31,2.0,Lacub ,Abra,2021-10-24T06:21:00,2021-10-24,06:21:00,2021-10-24
23 August 2021 - 01:14 PM,13.67,120.61,100,1.8,Calatagan ,Batangas,2021-08-23T01:14:00,2021-08-23,01:14:00,2021-08-23
23 August 2021 - 05:07 AM,9.23,126.24,26,1.7,Cortes ,Surigao Del Sur,2021-08-23T05:07:00,2021-08-23,05:07:00,2021-08-23
25 July 2021 - 03:04 PM,8.51,126.73,33,2.0,Hinatuan ,Surigao Del Sur,2021-07-25T03:04:00,2021-07-25,03:04:00,2021-07-25
25 July 2021 - 11:37 AM,13.74,120.62,100,2.0,Calatagan ,Batangas,2021-07-25T11:37:00,2021-07-25,11:37:00,2021-07-25
25 July 2021 - 09:47 AM,13.68,120.58,98,1.9,Calatagan ,Batangas,2021-07-25T09:47:00,2021-07-25,09:47:00,2021-07-25
25 July 2021 - 06:41 AM,13.7,120.65,90,1.9,Calatagan ,Batangas,2021-07-25T06:41:00,2021-07-25,06:41:00,2021-07-25
25 July 2021 - 06:39 AM,13.61,120.91,17,2.0,Tingloy ,Batangas,2021-07-25T06:39:00,2021-07-25,06:39:00,2021-07-25
22 March 2021 - 12:42 PM,14.92,120.48,33,2.0,Dinalupihan ,Bataan,2021-03-22T12:42:00,2021-03-22,12:42:00,2021-03-22
22 March 2021 - 08:57 AM,10.05,126.03,23,2.0,Santa Monica ,Surigao Del Norte,2021-03-22T08:57:00,2021-03-22,08:57:00,2021-03-22
22 March 2021 - 08:43 AM,9.52,126.29,21,2.0,Cortes ,Surigao Del Sur,2021-03-22T08:43:00,2021-03-22,08:43:00,2021-03-22
22 February 2021 - 02:42 AM,10.14,126.1,28,2.0,Burgos ,Surigao Del Norte,2021-02-22T02:42:00,2021-02-22,02:42:00,2021-02-22
22 February 2021 - 01:31 AM,7.59,127.09,134,2.0,Baganga ,Davao Oriental,2021-02-22T01:31:00,2021-02-22,01:31:00,2021-02-22
24 May 2021 - 11:29 PM,6.03,124.89,2,1.9,Maasim ,Sarangani,2021-05-24T11:29:00,2021-05-24,11:29:00,2021-05-24
24 May 2021 - 11:21 PM,14.74,121.76,29,1.8,Infanta ,Quezon,2021-05-24T11:21:00,2021-05-24,11:21:00,2021-05-24
24 May 2021 - 08:58 PM,6.92,126.37,29,2.0,City Of Mati ,Davao Oriental,2021-05-24T08:58:00,2021-05-24,08:58:00,2021-05-24
24 May 2021 - 08:57 PM,8.61,126.66,32,1.4,Marihatag ,Surigao Del Sur,2021-05-24T08:57:00,2021-05-24,08:57:00,2021-05-24
24 May 2021 - 04:31 PM,14.11,120.46,186,2.0,Nasugbu ,Batangas,2021-05-24T04:31:00,2021-05-24,04:31:00,2021-05-24
24 May 2021 - 10:49 AM,10.65,124.36,31,2.0,San Francisco ,Cebu,2021-05-24T10:49:00,2021-05-24,10:49:00,2021-05-24
24 May 2021 - 09:00 AM,15.07,122.69,33,1.7,Jomalig ,Quezon,2021-05-24T09:00:00,2021-05-24,09:00:00,2021-05-24
24 September 2021 - 05:41 AM,12.84,121.18,26,1.9,Bongabong ,Oriental Mindoro,2021-09-24T05:41:00,2021-09-24,05:41:00,2021-09-24
23 September 2021 - 11:24 PM,9.51,126.11,25,1.7,General Luna ,Surigao Del Norte,2021-09-23T11:24:00,2021-09-23,11:24:00,2021-09-23
23 September 2021 - 11:12 PM,13.32,120.5,20,1.9,Mamburao ,Occidental Mindoro,2021-09-23T11:12:00,2021-09-23,11:12:00,2021-09-23
23 April 2021 - 04:05 AM,9.65,126.24,16,1.9,General Luna ,Surigao Del Norte,2021-04-23T04:05:00,2021-04-23,04:05:00,2021-04-23
23 April 2021 - 01:08 AM,18.72,121.48,61,2.0,Fuga Island ,Aparri ,2021-04-23T01:08:00,2021-04-23,01:08:00,2021-04-23
23 April 2021 - 12:27 AM,9.05,126.33,37,2.0,Bayabas ,Surigao Del Sur,2021-04-23T12:27:00,2021-04-23,12:27:00,2021-04-23
24 November 2021 - 04:55 AM,10.16,125.77,20,2.0,Loreto ,Dinagat Islands,2021-11-24T04:55:00,2021-11-24,04:55:00,2021-11-24
24 November 2021 - 04:49 AM,12.2,125.09,32,1.7,Las Navas ,Northern Samar,2021-11-24T04:49:00,2021-11-24,04:49:00,2021-11-24
24 November 2021 - 04:34 AM,8.37,126.62,24,2.0,Hinatuan ,Surigao Del Sur,2021-11-24T04:34:00,2021-11-24,04:34:00,2021-11-24
24 November 2021 - 02:52 AM,8.87,125.69,13,1.8,Sibagat ,Agusan Del Sur,2021-11-24T02:52:00,2021-11-24,02:52:00,2021-11-24
23 November 2021 - 11:21 PM,16.29,121.54,33,1.9,Nagtipunan ,Quirino,2021-11-23T11:21:00,2021-11-23,11:21:00,2021-11-23
23 November 2021 - 11:18 PM,6.54,124.22,33,1.7,Senator Ninoy Aquino ,Sultan Kudarat,2021-11-23T11:18:00,2021-11-23,11:18:00,2021-11-23
23 November 2021 - 10:48 PM,9.57,126.55,5,2.0,Cortes ,Surigao Del Sur,2021-11-23T10:48:00,2021-11-23,10:48:00,2021-11-23
23 November 2021 - 07:13 PM,10.0,125.53,3,1.7,San Jose ,Dinagat Islands,2021-11-23T07:13:00,2021-11-23,07:13:00,2021-11-23
22 December 2021 - 08:19 PM,2.2,126.6,88,0.0,Balut Island ,Municipality Of Sarangani ,2021-12-22T08:19:00,2021-12-22,08:19:00,2021-12-22
22 December 2021 - 05:53 PM,8.25,123.4,26,2.0,Dumingag ,Zamboanga Del Sur,2021-12-22T05:53:00,2021-12-22,05:53:00,2021-12-22
22 December 2021 - 09:19 AM,12.89,121.05,40,1.8,Sablayan ,Occidental Mindoro,2021-12-22T09:19:00,2021-12-22,09:19:00,2021-12-22
22 December 2021 - 06:28 AM,15.86,121.1,27,2.0,Pantabangan ,Nueva Ecija,2021-12-22T06:28:00,2021-12-22,06:28:00,2021-12-22
25 June 2021 - 03:36 AM,10.37,126.24,11,1.9,Burgos ,Surigao Del Norte,2021-06-25T03:36:00,2021-06-25,03:36:00,2021-06-25
25 June 2021 - 03:36 AM,8.84,123.25,5,1.7,Zamboanguita ,Negros Oriental,2021-06-25T03:36:00,2021-06-25,03:36:00,2021-06-25
25 June 2021 - 02:16 AM,9.68,125.88,32,1.9,Socorro ,Surigao Del Norte,2021-06-25T02:16:00,2021-06-25,02:16:00,2021-06-25
24 October 2021 - 02:01 AM,17.09,120.86,30,1.5,Sagada ,Mountain Province,2021-10-24T02:01:00,2021-10-24,02:01:00,2021-10-24
24 October 2021 - 01:26 AM,16.48,121.02,32,2.0,Ambaguio ,Nueva Vizcaya,2021-10-24T01:26:00,2021-10-24,01:26:00,2021-10-24
24 October 2021 - 12:44 AM,17.79,120.99,1,1.7,Tineg ,Abra,2021-10-24T12:44:00,2021-10-24,12:44:00,2021-10-24
23 October 2021 - 11:46 PM,16.93,120.24,25,2.0,Luna ,La Union,2021-10-23T11:46:00,2021-10-23,11:46:00,2021-10-23
23 October 2021 - 10:41 PM,13.63,120.59,93,1.9,Calatagan ,Batangas,2021-10-23T10:41:00,2021-10-23,10:41:00,2021-10-23
23 October 2021 - 10:20 PM,9.78,125.98,33,1.7,Dapa ,Surigao Del Norte,2021-10-23T10:20:00,2021-10-23,10:20:00,2021-10-23
23 October 2021 - 05:28 PM,6.67,125.2,1,2.0,Matanao ,Davao Del Sur,2021-10-23T05:28:00,2021-10-23,05:28:00,2021-10-23
23 August 2021 - 03:39 AM,13.54,120.7,116,1.8,Abra De Ilog ,Occidental Mindoro,2021-08-23T03:39:00,2021-08-23,03:39:00,2021-08-23
23 August 2021 - 01:18 AM,13.75,120.62,103,1.7,Calatagan ,Batangas,2021-08-23T01:18:00,2021-08-23,01:18:00,2021-08-23
22 August 2021 - 10:27 PM,13.7,120.65,103,1.7,Calatagan ,Batangas,2021-08-22T10:27:00,2021-08-22,10:27:00,2021-08-22
25 July 2021 - 12:04 AM,13.69,120.65,97,1.8,Calatagan ,Batangas,2021-07-25T12:04:00,2021-07-25,12:04:00,2021-07-25
24 July 2021 - 10:45 PM,13.66,120.62,104,2.0,Calatagan ,Batangas,2021-07-24T10:45:00,2021-07-24,10:45:00,2021-07-24
22 March 2021 - 03:48 AM,11.91,124.18,1,2.0,Pio V. Corpuz ,Masbate,2021-03-22T03:48:00,2021-03-22,03:48:00,2021-03-22
22 March 2021 - 03:05 AM,10.18,125.46,33,2.0,Libjo ,Dinagat Islands,2021-03-22T03:05:00,2021-03-22,03:05:00,2021-03-22
21 March 2021 - 07:13 PM,16.52,122.34,7,2.0,Dinapigue ,Isabela,2021-03-21T07:13:00,2021-03-21,07:13:00,2021-03-21
21 March 2021 - 05:01 PM,10.06,122.4,11,1.5,City Of Sipalay ,Negros Occidental,2021-03-21T05:01:00,2021-03-21,05:01:00,2021-03-21
21 March 2021 - 04:06 PM,9.9,122.22,12,1.6,City Of Sipalay ,Negros Occidental,2021-03-21T04:06:00,2021-03-21,04:06:00,2021-03-21
21 January 2021 - 10:23 PM,9.28,125.84,20,2.0,Remedios T. Romualdez ,Agusan Del Norte,2021-01-21T10:23:00,2021-01-21,10:23:00,2021-01-21
21 January 2021 - 09:16 PM,9.73,122.38,51,2.0,City Of Sipalay ,Negros Occidental,2021-01-21T09:16:00,2021-01-21,09:16:00,2021-01-21
21 January 2021 - 08:23 PM,5.09,127.61,102,0.0,Jose Abad Santos ,Davao Occidental,2021-01-21T08:23:00,2021-01-21,08:23:00,2021-01-21
21 January 2021 - 09:51 AM,15.99,120.97,15,2.0,Carranglan ,Nueva Ecija,2021-01-21T09:51:00,2021-01-21,09:51:00,2021-01-21
21 February 2021 - 03:12 PM,6.74,123.8,35,1.8,Lebak ,Sultan Kudarat,2021-02-21T03:12:00,2021-02-21,03:12:00,2021-02-21
21 February 2021 - 02:58 PM,6.68,123.75,35,1.9,Kalamansig ,Sultan Kudarat,2021-02-21T02:58:00,2021-02-21,02:58:00,2021-02-21
21 February 2021 - 11:14 AM,9.65,126.18,32,1.7,General Luna ,Surigao Del Norte,2021-02-21T11:14:00,2021-02-21,11:14:00,2021-02-21
24 May 2021 - 08:52 AM,17.79,120.58,26,2.0,Cabugao ,Ilocos Sur,2021-05-24T08:52:00,2021-05-24,08:52:00,2021-05-24
24 May 2021 - 07:44 AM,13.51,120.69,117,2.0,Abra De Ilog ,Occidental Mindoro,2021-05-24T07:44:00,2021-05-24,07:44:00,2021-05-24
24 May 2021 - 02:08 AM,13.07,120.79,9,1.8,Mamburao ,Occidental Mindoro,2021-05-24T02:08:00,2021-05-24,02:08:00,2021-05-24
24 May 2021 - 01:55 AM,10.77,122.64,7,1.8,Leganes ,Iloilo,2021-05-24T01:55:00,2021-05-24,01:55:00,2021-05-24
23 September 2021 - 10:17 PM,15.83,120.1,31,1.7,Aguilar ,Pangasinan,2021-09-23T10:17:00,2021-09-23,10:17:00,2021-09-23
23 September 2021 - 10:05 PM,9.56,122.61,14,1.9,Hinoba-an ,Negros Occidental,2021-09-23T10:05:00,2021-09-23,10:05:00,2021-09-23
22 April 2021 - 07:34 AM,17.97,120.98,15,1.5,Carasi ,Ilocos Norte,2021-04-22T07:34:00,2021-04-22,07:34:00,2021-04-22
22 April 2021 - 02:16 AM,9.03,126.33,27,1.5,Bayabas ,Surigao Del Sur,2021-04-22T02:16:00,2021-04-22,02:16:00,2021-04-22
23 November 2021 - 02:13 AM,17.61,120.6,1,1.7,Bangued ,Abra,2021-11-23T02:13:00,2021-11-23,02:13:00,2021-11-23
22 December 2021 - 12:14 AM,17.97,121.21,25,1.8,Kabugao ,Apayao,2021-12-22T12:14:00,2021-12-22,12:14:00,2021-12-22
21 December 2021 - 10:38 PM,16.96,121.43,25,1.9,San Mateo ,Isabela,2021-12-21T10:38:00,2021-12-21,10:38:00,2021-12-21
21 December 2021 - 10:11 PM,7.98,126.53,24,2.0,Cateel ,Davao Oriental,2021-12-21T10:11:00,2021-12-21,10:11:00,2021-12-21
25 June 2021 - 12:25 AM,9.62,122.83,1,1.9,City Of Bayawan ,Negros Oriental,2021-06-25T12:25:00,2021-06-25,12:25:00,2021-06-25
24 June 2021 - 10:27 PM,16.37,122.11,7,2.0,Casiguran ,Aurora,2021-06-24T10:27:00,2021-06-24,10:27:00,2021-06-24
23 October 2021 - 12:13 PM,9.66,121.99,58,2.0,City Of Sipalay ,Negros Occidental,2021-10-23T12:13:00,2021-10-23,12:13:00,2021-10-23
23 October 2021 - 07:56 AM,16.5,120.51,8,2.0,La Trinidad ,Benguet,2021-10-23T07:56:00,2021-10-23,07:56:00,2021-10-23
23 October 2021 - 05:54 AM,13.3,121.54,28,2.0,Naujan ,Oriental Mindoro,2021-10-23T05:54:00,2021-10-23,05:54:00,2021-10-23
22 August 2021 - 05:59 PM,16.42,120.95,29,2.0,Ambaguio ,Nueva Vizcaya,2021-08-22T05:59:00,2021-08-22,05:59:00,2021-08-22
22 August 2021 - 01:39 PM,10.78,123.24,9,1.8,City Of Cadiz ,Negros Occidental,2021-08-22T01:39:00,2021-08-22,01:39:00,2021-08-22
22 August 2021 - 01:13 PM,13.26,119.98,26,2.0,Paluan ,Occidental Mindoro,2021-08-22T01:13:00,2021-08-22,01:13:00,2021-08-22
24 July 2021 - 09:05 PM,13.76,120.57,100,2.0,Calatagan ,Batangas,2021-07-24T09:05:00,2021-07-24,09:05:00,2021-07-24
24 July 2021 - 08:59 PM,13.75,120.62,104,1.8,Calatagan ,Batangas,2021-07-24T08:59:00,2021-07-24,08:59:00,2021-07-24
24 July 2021 - 08:58 PM,13.66,120.6,87,1.8,Calatagan ,Batangas,2021-07-24T08:58:00,2021-07-24,08:58:00,2021-07-24
24 July 2021 - 08:22 PM,13.71,120.62,98,1.7,Calatagan ,Batangas,2021-07-24T08:22:00,2021-07-24,08:22:00,2021-07-24
24 July 2021 - 08:04 PM,13.68,120.6,101,2.0,Calatagan ,Batangas,2021-07-24T08:04:00,2021-07-24,08:04:00,2021-07-24
24 July 2021 - 06:29 PM,13.68,120.58,110,2.0,Calatagan ,Batangas,2021-07-24T06:29:00,2021-07-24,06:29:00,2021-07-24
24 July 2021 - 05:55 PM,13.72,120.64,95,2.0,Calatagan ,Batangas,2021-07-24T05:55:00,2021-07-24,05:55:00,2021-07-24
21 January 2021 - 06:52 AM,10.01,126.1,28,1.9,Burgos ,Surigao Del Norte,2021-01-21T06:52:00,2021-01-21,06:52:00,2021-01-21
21 January 2021 - 04:10 AM,13.57,122.27,6,2.0,Catanauan ,Quezon,2021-01-21T04:10:00,2021-01-21,04:10:00,2021-01-21
21 January 2021 - 03:29 AM,12.28,120.74,28,2.0,Rizal ,Occidental Mindoro,2021-01-21T03:29:00,2021-01-21,03:29:00,2021-01-21
21 January 2021 - 02:32 AM,14.17,120.04,43,1.6,Lubang ,Occidental Mindoro,2021-01-21T02:32:00,2021-01-21,02:32:00,2021-01-21
20 January 2021 - 10:58 PM,9.98,126.11,26,1.7,San Isidro ,Surigao Del Norte,2021-01-20T10:58:00,2021-01-20,10:58:00,2021-01-20
20 February 2021 - 11:00 PM,17.7,121.1,18,2.0,Conner ,Apayao,2021-02-20T11:00:00,2021-02-20,11:00:00,2021-02-20
24 May 2021 - 12:56 AM,9.33,126.09,16,1.6,Cortes ,Surigao Del Sur,2021-05-24T12:56:00,2021-05-24,12:56:00,2021-05-24
23 May 2021 - 12:41 PM,14.76,119.17,33,0.0,San Antonio ,Zambales,2021-05-23T12:41:00,2021-05-23,12:41:00,2021-05-23
23 May 2021 - 10:02 AM,5.1,127.55,113,0.0,Jose Abad Santos ,Davao Occidental,2021-05-23T10:02:00,2021-05-23,10:02:00,2021-05-23
23 September 2021 - 06:46 AM,7.69,125.99,21,2.0,Compostela ,Davao De Oro,2021-09-23T06:46:00,2021-09-23,06:46:00,2021-09-23
21 April 2021 - 11:06 PM,8.56,126.61,29,1.9,Hinatuan ,Surigao Del Sur,2021-04-21T11:06:00,2021-04-21,11:06:00,2021-04-21
21 April 2021 - 10:17 AM,9.81,125.83,33,2.0,Del Carmen ,Surigao Del Norte,2021-04-21T10:17:00,2021-04-21,10:17:00,2021-04-21
21 April 2021 - 10:10 AM,9.79,122.33,15,2.0,City Of Sipalay ,Negros Occidental,2021-04-21T10:10:00,2021-04-21,10:10:00,2021-04-21
22 November 2021 - 11:59 PM,7.02,126.82,30,2.0,Tarragona ,Davao Oriental,2021-11-22T11:59:00,2021-11-22,11:59:00,2021-11-22
22 November 2021 - 11:58 PM,9.82,125.43,26,1.7,San Francisco ,Surigao Del Norte,2021-11-22T11:58:00,2021-11-22,11:58:00,2021-11-22
22 November 2021 - 11:24 PM,9.63,126.08,31,1.9,General Luna ,Surigao Del Norte,2021-11-22T11:24:00,2021-11-22,11:24:00,2021-11-22
21 December 2021 - 03:10 PM,12.85,123.8,49,1.7,Castilla ,Sorsogon,2021-12-21T03:10:00,2021-12-21,03:10:00,2021-12-21
21 December 2021 - 01:51 PM,12.93,120.95,11,1.8,Sablayan ,Occidental Mindoro,2021-12-21T01:51:00,2021-12-21,01:51:00,2021-12-21
21 December 2021 - 01:36 PM,12.91,120.98,13,2.0,Sablayan ,Occidental Mindoro,2021-12-21T01:36:00,2021-12-21,01:36:00,2021-12-21
21 December 2021 - 01:06 PM,12.88,121.0,26,1.6,Sablayan ,Occidental Mindoro,2021-12-21T01:06:00,2021-12-21,01:06:00,2021-12-21
21 December 2021 - 12:59 PM,12.89,121.06,22,1.8,Sablayan ,Occidental Mindoro,2021-12-21T12:59:00,2021-12-21,12:59:00,2021-12-21
21 December 2021 - 12:08 PM,12.89,120.92,7,0.0,Sablayan ,Occidental Mindoro,2021-12-21T12:08:00,2021-12-21,12:08:00,2021-12-21
21 December 2021 - 09:43 AM,7.23,123.6,32,2.0,Tabina ,Zamboanga Del Sur,2021-12-21T09:43:00,2021-12-21,09:43:00,2021-12-21
24 June 2021 - 04:05 PM,14.23,120.49,104,1.8,Mariveles ,Bataan,2021-06-24T04:05:00,2021-06-24,04:05:00,2021-06-24
24 June 2021 - 04:01 PM,9.91,124.28,35,1.9,Dagohoy ,Bohol,2021-06-24T04:01:00,2021-06-24,04:01:00,2021-06-24
24 June 2021 - 01:13 PM,10.41,125.28,21,2.0,Hinunangan ,Southern Leyte,2021-06-24T01:13:00,2021-06-24,01:13:00,2021-06-24
24 June 2021 - 11:41 AM,15.12,120.29,31,2.0,Cabangan ,Zambales,2021-06-24T11:41:00,2021-06-24,11:41:00,2021-06-24
24 June 2021 - 09:43 AM,6.05,124.96,63,2.0,Maasim ,Sarangani,2021-06-24T09:43:00,2021-06-24,09:43:00,2021-06-24
24 June 2021 - 09:29 AM,9.78,126.03,33,2.0,Dapa ,Surigao Del Norte,2021-06-24T09:29:00,2021-06-24,09:29:00,2021-06-24
24 June 2021 - 08:50 AM,15.34,120.02,31,1.8,Iba ,Zambales,2021-06-24T08:50:00,2021-06-24,08:50:00,2021-06-24
24 June 2021 - 04:33 AM,13.54,120.06,26,2.0,Looc ,Occidental Mindoro,2021-06-24T04:33:00,2021-06-24,04:33:00,2021-06-24
23 October 2021 - 03:06 AM,16.53,120.51,19,1.9,La Trinidad ,Benguet,2021-10-23T03:06:00,2021-10-23,03:06:00,2021-10-23
23 October 2021 - 12:17 AM,13.71,120.58,95,2.0,Calatagan ,Batangas,2021-10-23T12:17:00,2021-10-23,12:17:00,2021-10-23
22 August 2021 - 09:38 AM,16.36,120.91,34,1.9,Aritao ,Nueva Vizcaya,2021-08-22T09:38:00,2021-08-22,09:38:00,2021-08-22
22 August 2021 - 08:11 AM,13.7,120.6,90,1.8,Calatagan ,Batangas,2021-08-22T08:11:00,2021-08-22,08:11:00,2021-08-22
24 July 2021 - 05:42 PM,13.74,120.58,96,1.9,Calatagan ,Batangas,2021-07-24T05:42:00,2021-07-24,05:42:00,2021-07-24
24 July 2021 - 03:41 PM,13.72,120.63,94,1.8,Calatagan ,Batangas,2021-07-24T03:41:00,2021-07-24,03:41:00,2021-07-24
24 July 2021 - 02:21 PM,13.75,120.66,101,2.0,Calatagan ,Batangas,2021-07-24T02:21:00,2021-07-24,02:21:00,2021-07-24
24 July 2021 - 11:43 AM,13.69,120.57,108,2.0,Calatagan ,Batangas,2021-07-24T11:43:00,2021-07-24,11:43:00,2021-07-24
21 March 2021 - 12:05 AM,9.03,126.31,23,1.7,Bayabas ,Surigao Del Sur,2021-03-21T12:05:00,2021-03-21,12:05:00,2021-03-21
21 March 2021 - 12:04 AM,8.29,126.53,30,2.0,Hinatuan ,Surigao Del Sur,2021-03-21T12:04:00,2021-03-21,12:04:00,2021-03-21
20 March 2021 - 08:15 PM,8.48,125.72,41,2.0,San Luis ,Agusan Del Sur,2021-03-20T08:15:00,2021-03-20,08:15:00,2021-03-20
20 March 2021 - 06:39 PM,10.53,125.35,22,2.0,Silago ,Southern Leyte,2021-03-20T06:39:00,2021-03-20,06:39:00,2021-03-20
20 March 2021 - 06:20 PM,19.27,121.16,33,2.0,Dalupiri Island ,Calayan ,2021-03-20T06:20:00,2021-03-20,06:20:00,2021-03-20
20 January 2021 - 10:32 PM,6.75,125.05,3,1.9,Magsaysay ,Davao Del Sur,2021-01-20T10:32:00,2021-01-20,10:32:00,2021-01-20
20 January 2021 - 01:04 PM,9.09,125.69,6,2.0,Remedios T. Romualdez ,Agusan Del Norte,2021-01-20T01:04:00,2021-01-20,01:04:00,2021-01-20
20 January 2021 - 11:20 AM,8.57,125.93,27,2.0,Talacogon ,Agusan Del Sur,2021-01-20T11:20:00,2021-01-20,11:20:00,2021-01-20
20 February 2021 - 08:46 AM,9.64,126.23,35,1.6,General Luna ,Surigao Del Norte,2021-02-20T08:46:00,2021-02-20,08:46:00,2021-02-20
20 February 2021 - 08:38 AM,15.38,121.84,10,1.7,Dingalan ,Aurora,2021-02-20T08:38:00,2021-02-20,08:38:00,2021-02-20
20 February 2021 - 08:33 AM,8.12,123.03,28,1.7,Siayan ,Zamboanga Del Norte,2021-02-20T08:33:00,2021-02-20,08:33:00,2021-02-20
20 February 2021 - 08:08 AM,9.61,126.2,33,1.5,General Luna ,Surigao Del Norte,2021-02-20T08:08:00,2021-02-20,08:08:00,2021-02-20
20 February 2021 - 07:50 AM,9.74,126.29,34,1.9,General Luna ,Surigao Del Norte,2021-02-20T07:50:00,2021-02-20,07:50:00,2021-02-20
20 February 2021 - 07:48 AM,9.64,126.37,32,1.9,General Luna ,Surigao Del Norte,2021-02-20T07:48:00,2021-02-20,07:48:00,2021-02-20
23 May 2021 - 09:14 AM,13.56,120.51,26,1.9,Paluan ,Occidental Mindoro,2021-05-23T09:14:00,2021-05-23,09:14:00,2021-05-23
23 May 2021 - 04:40 AM,17.64,122.12,71,2.0,Maconacon ,Isabela,2021-05-23T04:40:00,2021-05-23,04:40:00,2021-05-23
23 May 2021 - 02:28 AM,9.99,123.22,32,1.8,La Libertad ,Negros Oriental,2021-05-23T02:28:00,2021-05-23,02:28:00,2021-05-23
23 May 2021 - 12:37 AM,9.93,126.34,22,2.0,General Luna ,Surigao Del Norte,2021-05-23T12:37:00,2021-05-23,12:37:00,2021-05-23
23 May 2021 - 12:27 AM,17.3,120.37,19,1.9,San Esteban ,Ilocos Sur,2021-05-23T12:27:00,2021-05-23,12:27:00,2021-05-23
23 September 2021 - 02:06 AM,16.09,121.57,7,2.0,Nagtipunan ,Quirino,2021-09-23T02:06:00,2021-09-23,02:06:00,2021-09-23
22 September 2021 - 10:17 PM,13.71,120.59,90,1.7,Calatagan ,Batangas,2021-09-22T10:17:00,2021-09-22,10:17:00,2021-09-22
20 April 2021 - 10:14 PM,15.98,119.72,33,1.8,Dasol ,Pangasinan,2021-04-20T10:14:00,2021-04-20,10:14:00,2021-04-20
20 April 2021 - 11:27 AM,8.65,126.41,30,2.0,San Agustin ,Surigao Del Sur,2021-04-20T11:27:00,2021-04-20,11:27:00,2021-04-20
22 November 2021 - 06:02 AM,17.1,121.62,34,1.8,Roxas ,Isabela,2021-11-22T06:02:00,2021-11-22,06:02:00,2021-11-22
22 November 2021 - 05:19 AM,9.57,126.28,21,2.0,General Luna ,Surigao Del Norte,2021-11-22T05:19:00,2021-11-22,05:19:00,2021-11-22
22 November 2021 - 04:30 AM,13.7,120.4,25,1.7,Looc ,Occidental Mindoro,2021-11-22T04:30:00,2021-11-22,04:30:00,2021-11-22
22 November 2021 - 04:06 AM,8.91,126.4,55,1.8,Cagwait ,Surigao Del Sur,2021-11-22T04:06:00,2021-11-22,04:06:00,2021-11-22
