date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
01 April 2021 - 11:39 PM,9.92,123.77,35,1.9,Calape ,Bohol,2021-04-01T11:39:00,2021-04-01,11:39:00,2021-04-01
01 April 2021 - 10:53 PM,8.7,126.56,24,1.8,Marihatag ,Surigao Del Sur,2021-04-01T10:53:00,2021-04-01,10:53:00,2021-04-01
01 April 2021 - 09:53 PM,18.03,120.52,17,1.9,Currimao ,Ilocos Norte,2021-04-01T09:53:00,2021-04-01,09:53:00,2021-04-01
01 April 2021 - 08:32 PM,9.66,126.23,29,1.8,General Luna ,Surigao Del Norte,2021-04-01T08:32:00,2021-04-01,08:32:00,2021-04-01
01 April 2021 - 06:12 PM,3.41,126.58,27,0.0,Sarangani ,Davao Occidental,2021-04-01T06:12:00,2021-04-01,06:12:00,2021-04-01
01 April 2021 - 03:58 PM,8.42,126.86,18,2.0,Hinatuan ,Surigao Del Sur,2021-04-01T03:58:00,2021-04-01,03:58:00,2021-04-01
06 November 2021 - 04:17 AM,9.69,124.41,24,2.0,Duero ,Bohol,2021-11-06T04:17:00,2021-11-06,04:17:00,2021-11-06
06 November 2021 - 03:50 AM,12.89,121.04,25,2.0,Sablayan ,Occidental Mindoro,2021-11-06T03:50:00,2021-11-06,03:50:00,2021-11-06
06 November 2021 - 03:47 AM,16.75,122.44,20,2.0,Dinapigue ,Isabela,2021-11-06T03:47:00,2021-11-06,03:47:00,2021-11-06
15 June 2021 - 07:06 AM,7.78,124.77,11,1.7,Kadingilan ,Bukidnon,2021-06-15T07:06:00,2021-06-15,07:06:00,2021-06-15
15 June 2021 - 05:22 AM,7.66,124.87,1,2.0,Kadingilan ,Bukidnon,2021-06-15T05:22:00,2021-06-15,05:22:00,2021-06-15
15 June 2021 - 05:00 AM,7.7,124.91,2,2.0,Kadingilan ,Bukidnon,2021-06-15T05:00:00,2021-06-15,05:00:00,2021-06-15
15 June 2021 - 04:37 AM,14.24,120.42,118,1.6,Nasugbu ,Batangas,2021-06-15T04:37:00,2021-06-15,04:37:00,2021-06-15
06 October 2021 - 02:49 PM,9.88,125.97,34,2.0,Del Carmen ,Surigao Del Norte,2021-10-06T02:49:00,2021-10-06,02:49:00,2021-10-06
06 October 2021 - 12:49 PM,13.85,120.53,68,2.0,Calatagan ,Batangas,2021-10-06T12:49:00,2021-10-06,12:49:00,2021-10-06
06 October 2021 - 09:29 AM,12.86,120.99,28,1.5,Sablayan ,Occidental Mindoro,2021-10-06T09:29:00,2021-10-06,09:29:00,2021-10-06
13 August 2021 - 09:31 AM,13.71,120.63,92,1.6,Calatagan ,Batangas,2021-08-13T09:31:00,2021-08-13,09:31:00,2021-08-13
13 August 2021 - 07:57 AM,9.84,126.12,22,2.0,General Luna ,Surigao Del Norte,2021-08-13T07:57:00,2021-08-13,07:57:00,2021-08-13
09 July 2021 - 08:31 PM,6.57,126.48,25,1.8,Governor Generoso ,Davao Oriental,2021-07-09T08:31:00,2021-07-09,08:31:00,2021-07-09
09 July 2021 - 12:53 PM,15.66,120.68,30,1.9,Ramos ,Tarlac,2021-07-09T12:53:00,2021-07-09,12:53:00,2021-07-09
02 February 2021 - 10:37 PM,3.62,126.57,25,0.0,Sarangani ,Davao Occidental,2021-02-02T10:37:00,2021-02-02,10:37:00,2021-02-02
02 February 2021 - 05:53 PM,9.88,124.25,33,1.7,Carmen ,Bohol,2021-02-02T05:53:00,2021-02-02,05:53:00,2021-02-02
02 February 2021 - 04:12 PM,9.85,124.2,31,1.9,Carmen ,Bohol,2021-02-02T04:12:00,2021-02-02,04:12:00,2021-02-02
02 February 2021 - 03:33 PM,13.99,120.14,30,2.0,Lubang ,Occidental Mindoro,2021-02-02T03:33:00,2021-02-02,03:33:00,2021-02-02
02 February 2021 - 09:47 AM,9.72,123.62,19,1.9,Dalaguete ,Cebu,2021-02-02T09:47:00,2021-02-02,09:47:00,2021-02-02
02 February 2021 - 08:29 AM,14.08,120.4,63,1.6,Nasugbu ,Batangas,2021-02-02T08:29:00,2021-02-02,08:29:00,2021-02-02
03 May 2021 - 04:05 AM,10.47,125.37,60,2.0,Hinundayan ,Southern Leyte,2021-05-03T04:05:00,2021-05-03,04:05:00,2021-05-03
03 May 2021 - 03:16 AM,17.08,121.34,33,1.8,Aguinaldo ,Ifugao,2021-05-03T03:16:00,2021-05-03,03:16:00,2021-05-03
03 May 2021 - 02:31 AM,10.43,122.62,47,1.8,Nueva Valencia ,Guimaras,2021-05-03T02:31:00,2021-05-03,02:31:00,2021-05-03
03 May 2021 - 01:54 AM,16.47,120.74,36,1.8,Bokod ,Benguet,2021-05-03T01:54:00,2021-05-03,01:54:00,2021-05-03
02 May 2021 - 08:56 PM,13.83,120.49,113,1.7,Calatagan ,Batangas,2021-05-02T08:56:00,2021-05-02,08:56:00,2021-05-02
01 April 2021 - 01:23 PM,9.08,126.5,25,1.9,Bayabas ,Surigao Del Sur,2021-04-01T01:23:00,2021-04-01,01:23:00,2021-04-01
01 April 2021 - 06:53 AM,17.77,120.97,27,1.8,Tineg ,Abra,2021-04-01T06:53:00,2021-04-01,06:53:00,2021-04-01
05 November 2021 - 09:56 PM,7.42,126.6,20,1.8,Baganga ,Davao Oriental,2021-11-05T09:56:00,2021-11-05,09:56:00,2021-11-05
05 November 2021 - 07:21 PM,8.03,126.67,32,2.0,Cateel ,Davao Oriental,2021-11-05T07:21:00,2021-11-05,07:21:00,2021-11-05
05 November 2021 - 06:29 PM,13.72,120.61,98,2.0,Calatagan ,Batangas,2021-11-05T06:29:00,2021-11-05,06:29:00,2021-11-05
15 June 2021 - 04:13 AM,7.76,124.78,11,1.7,Kadingilan ,Bukidnon,2021-06-15T04:13:00,2021-06-15,04:13:00,2021-06-15
15 June 2021 - 03:47 AM,7.7,124.84,5,1.8,Kadingilan ,Bukidnon,2021-06-15T03:47:00,2021-06-15,03:47:00,2021-06-15
15 June 2021 - 03:46 AM,7.77,124.75,7,1.8,Kadingilan ,Bukidnon,2021-06-15T03:46:00,2021-06-15,03:46:00,2021-06-15
06 October 2021 - 02:21 AM,12.85,120.94,23,1.9,Sablayan ,Occidental Mindoro,2021-10-06T02:21:00,2021-10-06,02:21:00,2021-10-06
06 October 2021 - 12:51 AM,13.82,120.59,90,1.7,Calatagan ,Batangas,2021-10-06T12:51:00,2021-10-06,12:51:00,2021-10-06
06 October 2021 - 12:32 AM,12.82,120.94,24,2.0,Sablayan ,Occidental Mindoro,2021-10-06T12:32:00,2021-10-06,12:32:00,2021-10-06
06 October 2021 - 12:13 AM,13.31,121.11,33,1.8,Baco ,Oriental Mindoro,2021-10-06T12:13:00,2021-10-06,12:13:00,2021-10-06
05 October 2021 - 10:03 PM,12.92,120.9,10,2.0,Sablayan ,Occidental Mindoro,2021-10-05T10:03:00,2021-10-05,10:03:00,2021-10-05
05 October 2021 - 08:35 PM,13.76,120.63,99,1.9,Calatagan ,Batangas,2021-10-05T08:35:00,2021-10-05,08:35:00,2021-10-05
05 October 2021 - 06:17 PM,12.9,120.88,17,2.0,Sablayan ,Occidental Mindoro,2021-10-05T06:17:00,2021-10-05,06:17:00,2021-10-05
13 August 2021 - 06:52 AM,18.65,120.55,22,2.0,Burgos ,Ilocos Norte,2021-08-13T06:52:00,2021-08-13,06:52:00,2021-08-13
13 August 2021 - 06:10 AM,13.68,120.59,94,2.0,Calatagan ,Batangas,2021-08-13T06:10:00,2021-08-13,06:10:00,2021-08-13
08 July 2021 - 09:11 PM,9.92,125.94,29,2.0,Del Carmen ,Surigao Del Norte,2021-07-08T09:11:00,2021-07-08,09:11:00,2021-07-08
02 February 2021 - 02:50 AM,9.84,126.08,22,2.0,General Luna ,Surigao Del Norte,2021-02-02T02:50:00,2021-02-02,02:50:00,2021-02-02
01 February 2021 - 11:34 PM,15.13,120.38,17,2.0,Porac ,Pampanga,2021-02-01T11:34:00,2021-02-01,11:34:00,2021-02-01
01 February 2021 - 05:18 PM,9.98,126.11,33,1.9,Burgos ,Surigao Del Norte,2021-02-01T05:18:00,2021-02-01,05:18:00,2021-02-01
02 May 2021 - 06:06 AM,9.63,122.7,33,1.7,Hinoba-an ,Negros Occidental,2021-05-02T06:06:00,2021-05-02,06:06:00,2021-05-02
07 September 2021 - 12:58 AM,15.54,121.21,25,2.0,Gabaldon ,Nueva Ecija,2021-09-07T12:58:00,2021-09-07,12:58:00,2021-09-07
06 September 2021 - 11:07 PM,13.69,120.65,97,1.6,Calatagan ,Batangas,2021-09-06T11:07:00,2021-09-06,11:07:00,2021-09-06
05 November 2021 - 04:32 AM,7.97,125.94,33,1.8,Santa Josefa ,Agusan Del Sur,2021-11-05T04:32:00,2021-11-05,04:32:00,2021-11-05
05 November 2021 - 02:23 AM,17.92,120.7,34,1.6,Nueva Era ,Ilocos Norte,2021-11-05T02:23:00,2021-11-05,02:23:00,2021-11-05
15 June 2021 - 03:00 AM,7.78,124.77,15,1.8,Kadingilan ,Bukidnon,2021-06-15T03:00:00,2021-06-15,03:00:00,2021-06-15
15 June 2021 - 02:52 AM,7.71,124.84,7,1.7,Kadingilan ,Bukidnon,2021-06-15T02:52:00,2021-06-15,02:52:00,2021-06-15
15 June 2021 - 02:47 AM,7.81,124.77,7,2.0,Kadingilan ,Bukidnon,2021-06-15T02:47:00,2021-06-15,02:47:00,2021-06-15
15 June 2021 - 02:27 AM,7.71,124.73,27,1.9,Kadingilan ,Bukidnon,2021-06-15T02:27:00,2021-06-15,02:27:00,2021-06-15
15 June 2021 - 02:20 AM,7.69,124.84,7,1.8,Kadingilan ,Bukidnon,2021-06-15T02:20:00,2021-06-15,02:20:00,2021-06-15
15 June 2021 - 02:13 AM,7.52,124.84,15,2.0,Kadingilan ,Bukidnon,2021-06-15T02:13:00,2021-06-15,02:13:00,2021-06-15
05 October 2021 - 12:17 PM,12.82,120.96,26,1.7,Sablayan ,Occidental Mindoro,2021-10-05T12:17:00,2021-10-05,12:17:00,2021-10-05
05 October 2021 - 10:59 AM,14.34,121.2,33,1.3,Talim Island - Brgy. Habagatan ,Binangonan ,2021-10-05T10:59:00,2021-10-05,10:59:00,2021-10-05
05 October 2021 - 10:30 AM,14.15,121.22,1,1.5,Los Baños ,Laguna,2021-10-05T10:30:00,2021-10-05,10:30:00,2021-10-05
05 October 2021 - 08:43 AM,9.57,121.85,22,1.9,City Of Sipalay ,Negros Occidental,2021-10-05T08:43:00,2021-10-05,08:43:00,2021-10-05
05 October 2021 - 06:56 AM,13.92,122.64,1,1.9,Del Gallego ,Camarines Sur,2021-10-05T06:56:00,2021-10-05,06:56:00,2021-10-05
13 August 2021 - 04:28 AM,6.05,127.58,1,0.0,Governor Generoso ,Davao Oriental,2021-08-13T04:28:00,2021-08-13,04:28:00,2021-08-13
13 August 2021 - 04:17 AM,5.93,127.5,35,0.0,Tarragona ,Davao Oriental,2021-08-13T04:17:00,2021-08-13,04:17:00,2021-08-13
13 August 2021 - 04:12 AM,6.22,126.76,57,1.8,Governor Generoso ,Davao Oriental,2021-08-13T04:12:00,2021-08-13,04:12:00,2021-08-13
13 August 2021 - 03:23 AM,11.14,124.53,8,1.7,Kananga ,Leyte,2021-08-13T03:23:00,2021-08-13,03:23:00,2021-08-13
13 August 2021 - 02:54 AM,16.29,122.11,27,1.8,Casiguran ,Aurora,2021-08-13T02:54:00,2021-08-13,02:54:00,2021-08-13
13 August 2021 - 02:53 AM,12.97,120.23,5,2.0,Mamburao ,Occidental Mindoro,2021-08-13T02:53:00,2021-08-13,02:53:00,2021-08-13
13 August 2021 - 02:40 AM,17.97,120.67,26,2.0,Banna ,Ilocos Norte,2021-08-13T02:40:00,2021-08-13,02:40:00,2021-08-13
08 July 2021 - 06:09 PM,4.93,126.59,12,0.0,Jose Abad Santos ,Davao Occidental,2021-07-08T06:09:00,2021-07-08,06:09:00,2021-07-08
01 February 2021 - 10:16 AM,16.46,120.95,31,1.6,Ambaguio ,Nueva Vizcaya,2021-02-01T10:16:00,2021-02-01,10:16:00,2021-02-01
02 May 2021 - 04:16 AM,14.88,122.68,23,2.0,Tinaga Island ,Vinzons ,2021-05-02T04:16:00,2021-05-02,04:16:00,2021-05-02
02 May 2021 - 03:31 AM,14.04,120.55,115,1.8,Nasugbu ,Batangas,2021-05-02T03:31:00,2021-05-02,03:31:00,2021-05-02
02 May 2021 - 02:56 AM,6.88,126.02,33,1.9,Lupon ,Davao Oriental,2021-05-02T02:56:00,2021-05-02,02:56:00,2021-05-02
02 May 2021 - 02:45 AM,14.95,122.77,29,2.0,Tinaga Island ,Vinzons ,2021-05-02T02:45:00,2021-05-02,02:45:00,2021-05-02
02 May 2021 - 02:40 AM,16.34,122.22,13,1.7,Dilasag ,Aurora,2021-05-02T02:40:00,2021-05-02,02:40:00,2021-05-02
02 May 2021 - 02:17 AM,16.24,122.03,19,2.0,Dilasag ,Aurora,2021-05-02T02:17:00,2021-05-02,02:17:00,2021-05-02
06 September 2021 - 12:59 AM,15.95,119.98,41,1.5,Dasol ,Pangasinan,2021-09-06T12:59:00,2021-09-06,12:59:00,2021-09-06
05 September 2021 - 10:25 PM,13.43,120.56,35,2.0,Paluan ,Occidental Mindoro,2021-09-05T10:25:00,2021-09-05,10:25:00,2021-09-05
04 November 2021 - 01:15 PM,10.02,122.65,11,2.0,Cauayan ,Negros Occidental,2021-11-04T01:15:00,2021-11-04,01:15:00,2021-11-04
04 November 2021 - 12:00 AM,16.4,120.39,83,1.9,Aringay ,La Union,2021-11-04T12:00:00,2021-11-04,12:00:00,2021-11-04
03 November 2021 - 11:39 PM,13.64,120.6,91,1.7,Calatagan ,Batangas,2021-11-03T11:39:00,2021-11-03,11:39:00,2021-11-03
03 November 2021 - 09:20 PM,17.82,121.1,22,1.8,Kabugao ,Apayao,2021-11-03T09:20:00,2021-11-03,09:20:00,2021-11-03
03 November 2021 - 08:25 PM,13.24,120.8,33,2.0,Santa Cruz ,Occidental Mindoro,2021-11-03T08:25:00,2021-11-03,08:25:00,2021-11-03
15 June 2021 - 12:43 AM,14.06,122.56,3,2.0,Santa Elena ,Camarines Norte,2021-06-15T12:43:00,2021-06-15,12:43:00,2021-06-15
15 June 2021 - 12:33 AM,7.78,124.76,4,1.8,Kadingilan ,Bukidnon,2021-06-15T12:33:00,2021-06-15,12:33:00,2021-06-15
15 June 2021 - 12:17 AM,13.39,120.1,28,2.0,Lubang ,Occidental Mindoro,2021-06-15T12:17:00,2021-06-15,12:17:00,2021-06-15
14 June 2021 - 11:58 PM,7.74,125.05,40,1.6,Kadingilan ,Bukidnon,2021-06-14T11:58:00,2021-06-14,11:58:00,2021-06-14
05 October 2021 - 04:36 AM,16.3,121.16,24,1.8,Dupax Del Norte ,Nueva Vizcaya,2021-10-05T04:36:00,2021-10-05,04:36:00,2021-10-05
05 October 2021 - 04:20 AM,9.97,122.08,6,1.6,City Of Sipalay ,Negros Occidental,2021-10-05T04:20:00,2021-10-05,04:20:00,2021-10-05
05 October 2021 - 04:02 AM,12.9,120.91,21,1.9,Sablayan ,Occidental Mindoro,2021-10-05T04:02:00,2021-10-05,04:02:00,2021-10-05
13 August 2021 - 01:33 AM,12.02,124.69,34,2.0,City Of Calbayog ,Samar,2021-08-13T01:33:00,2021-08-13,01:33:00,2021-08-13
08 July 2021 - 01:11 AM,7.45,126.72,24,2.0,Baganga ,Davao Oriental,2021-07-08T01:11:00,2021-07-08,01:11:00,2021-07-08
01 May 2021 - 11:04 PM,15.85,121.0,17,1.7,San Jose City ,Nueva Ecija,2021-05-01T11:04:00,2021-05-01,11:04:00,2021-05-01
05 September 2021 - 08:50 PM,9.71,126.14,21,1.8,General Luna ,Surigao Del Norte,2021-09-05T08:50:00,2021-09-05,08:50:00,2021-09-05
05 September 2021 - 07:33 PM,13.67,120.64,102,1.5,Calatagan ,Batangas,2021-09-05T07:33:00,2021-09-05,07:33:00,2021-09-05
05 September 2021 - 07:14 PM,17.24,120.19,20,1.9,City Of Candon ,Ilocos Sur,2021-09-05T07:14:00,2021-09-05,07:14:00,2021-09-05
05 September 2021 - 05:54 PM,13.73,120.58,85,2.0,Calatagan ,Batangas,2021-09-05T05:54:00,2021-09-05,05:54:00,2021-09-05
05 September 2021 - 05:47 PM,13.81,120.62,99,1.7,Calatagan ,Batangas,2021-09-05T05:47:00,2021-09-05,05:47:00,2021-09-05
05 September 2021 - 05:10 PM,13.64,120.63,103,1.7,Calatagan ,Batangas,2021-09-05T05:10:00,2021-09-05,05:10:00,2021-09-05
05 September 2021 - 03:50 PM,13.71,120.54,106,2.0,Calatagan ,Batangas,2021-09-05T03:50:00,2021-09-05,03:50:00,2021-09-05
02 November 2021 - 11:31 PM,13.71,120.53,44,1.6,Calatagan ,Batangas,2021-11-02T11:31:00,2021-11-02,11:31:00,2021-11-02
14 June 2021 - 11:41 PM,7.72,124.82,7,1.7,Kadingilan ,Bukidnon,2021-06-14T11:41:00,2021-06-14,11:41:00,2021-06-14
14 June 2021 - 11:24 PM,7.65,124.9,3,1.5,Kadingilan ,Bukidnon,2021-06-14T11:24:00,2021-06-14,11:24:00,2021-06-14
14 June 2021 - 10:49 PM,7.67,124.86,2,0.0,Kadingilan ,Bukidnon,2021-06-14T10:49:00,2021-06-14,10:49:00,2021-06-14
14 June 2021 - 10:38 PM,7.66,124.85,12,0.0,Kadingilan ,Bukidnon,2021-06-14T10:38:00,2021-06-14,10:38:00,2021-06-14
05 October 2021 - 02:35 AM,9.55,121.84,6,1.8,City Of Sipalay ,Negros Occidental,2021-10-05T02:35:00,2021-10-05,02:35:00,2021-10-05
05 October 2021 - 02:06 AM,12.91,120.85,17,1.8,Sablayan ,Occidental Mindoro,2021-10-05T02:06:00,2021-10-05,02:06:00,2021-10-05
05 October 2021 - 01:32 AM,12.9,120.88,19,1.9,Sablayan ,Occidental Mindoro,2021-10-05T01:32:00,2021-10-05,01:32:00,2021-10-05
05 October 2021 - 01:15 AM,9.77,122.01,18,2.0,City Of Sipalay ,Negros Occidental,2021-10-05T01:15:00,2021-10-05,01:15:00,2021-10-05
12 August 2021 - 11:53 PM,6.1,127.65,24,0.0,Tarragona ,Davao Oriental,2021-08-12T11:53:00,2021-08-12,11:53:00,2021-08-12
12 August 2021 - 11:42 PM,6.07,127.41,12,0.0,Tarragona ,Davao Oriental,2021-08-12T11:42:00,2021-08-12,11:42:00,2021-08-12
12 August 2021 - 10:51 PM,15.71,121.71,28,1.4,Baler ,Aurora,2021-08-12T10:51:00,2021-08-12,10:51:00,2021-08-12
07 July 2021 - 11:24 AM,15.62,119.79,33,1.8,Candelaria ,Zambales,2021-07-07T11:24:00,2021-07-07,11:24:00,2021-07-07
07 July 2021 - 08:05 AM,9.38,126.24,33,1.8,Cortes ,Surigao Del Sur,2021-07-07T08:05:00,2021-07-07,08:05:00,2021-07-07
07 July 2021 - 06:40 AM,13.68,120.63,98,2.0,Calatagan ,Batangas,2021-07-07T06:40:00,2021-07-07,06:40:00,2021-07-07
07 July 2021 - 06:15 AM,9.71,126.16,30,1.9,General Luna ,Surigao Del Norte,2021-07-07T06:15:00,2021-07-07,06:15:00,2021-07-07
07 July 2021 - 04:19 AM,13.65,121.0,26,2.0,Mabini ,Batangas,2021-07-07T04:19:00,2021-07-07,04:19:00,2021-07-07
07 July 2021 - 02:20 AM,13.97,120.44,78,2.0,Nasugbu ,Batangas,2021-07-07T02:20:00,2021-07-07,02:20:00,2021-07-07
01 May 2021 - 08:29 PM,8.84,126.58,29,1.9,Marihatag ,Surigao Del Sur,2021-05-01T08:29:00,2021-05-01,08:29:00,2021-05-01
01 May 2021 - 05:54 PM,16.4,122.29,10,1.8,Dilasag ,Aurora,2021-05-01T05:54:00,2021-05-01,05:54:00,2021-05-01
01 May 2021 - 05:02 PM,16.31,122.24,38,2.0,Dilasag ,Aurora,2021-05-01T05:02:00,2021-05-01,05:02:00,2021-05-01
01 May 2021 - 04:24 PM,9.64,126.21,32,1.9,General Luna ,Surigao Del Norte,2021-05-01T04:24:00,2021-05-01,04:24:00,2021-05-01
01 May 2021 - 04:21 PM,9.66,126.21,34,1.8,General Luna ,Surigao Del Norte,2021-05-01T04:21:00,2021-05-01,04:21:00,2021-05-01
05 September 2021 - 06:55 AM,13.96,120.51,69,2.0,Calatagan ,Batangas,2021-09-05T06:55:00,2021-09-05,06:55:00,2021-09-05
05 September 2021 - 12:34 AM,8.92,125.7,28,2.0,Sibagat ,Agusan Del Sur,2021-09-05T12:34:00,2021-09-05,12:34:00,2021-09-05
04 September 2021 - 11:27 PM,17.19,120.38,11,1.9,Santa Lucia ,Ilocos Sur,2021-09-04T11:27:00,2021-09-04,11:27:00,2021-09-04
02 November 2021 - 09:36 PM,11.23,125.57,29,1.8,General Macarthur ,Eastern Samar,2021-11-02T09:36:00,2021-11-02,09:36:00,2021-11-02
14 June 2021 - 04:15 PM,9.99,126.12,16,2.0,Burgos ,Surigao Del Norte,2021-06-14T04:15:00,2021-06-14,04:15:00,2021-06-14
14 June 2021 - 02:30 PM,10.07,126.03,22,2.0,Burgos ,Surigao Del Norte,2021-06-14T02:30:00,2021-06-14,02:30:00,2021-06-14
14 June 2021 - 06:19 AM,15.72,121.01,36,1.8,San Jose City ,Nueva Ecija,2021-06-14T06:19:00,2021-06-14,06:19:00,2021-06-14
05 October 2021 - 12:59 AM,7.54,124.22,26,1.8,Kapatagan ,Lanao Del Sur,2021-10-05T12:59:00,2021-10-05,12:59:00,2021-10-05
05 October 2021 - 12:40 AM,9.84,121.9,5,1.5,City Of Sipalay ,Negros Occidental,2021-10-05T12:40:00,2021-10-05,12:40:00,2021-10-05
05 October 2021 - 12:01 AM,12.86,120.77,1,2.0,Sablayan ,Occidental Mindoro,2021-10-05T12:01:00,2021-10-05,12:01:00,2021-10-05
05 October 2021 - 12:00 AM,12.86,120.93,23,1.9,Sablayan ,Occidental Mindoro,2021-10-05T12:00:00,2021-10-05,12:00:00,2021-10-05
04 October 2021 - 07:35 PM,11.08,125.43,25,1.8,Giporlos ,Eastern Samar,2021-10-04T07:35:00,2021-10-04,07:35:00,2021-10-04
04 October 2021 - 05:29 PM,15.71,121.34,7,1.7,San Luis ,Aurora,2021-10-04T05:29:00,2021-10-04,05:29:00,2021-10-04
12 August 2021 - 09:58 PM,16.96,121.53,30,2.0,San Mateo ,Isabela,2021-08-12T09:58:00,2021-08-12,09:58:00,2021-08-12
12 August 2021 - 09:17 PM,17.87,121.33,32,1.8,Conner ,Apayao,2021-08-12T09:17:00,2021-08-12,09:17:00,2021-08-12
12 August 2021 - 08:50 PM,16.39,120.61,12,1.9,City Of Baguio ,Benguet,2021-08-12T08:50:00,2021-08-12,08:50:00,2021-08-12
06 July 2021 - 08:47 PM,9.35,123.83,32,2.0,Panglao ,Bohol,2021-07-06T08:47:00,2021-07-06,08:47:00,2021-07-06
06 July 2021 - 05:24 PM,13.54,120.58,40,1.9,Abra De Ilog ,Occidental Mindoro,2021-07-06T05:24:00,2021-07-06,05:24:00,2021-07-06
06 July 2021 - 05:03 PM,9.42,125.55,28,1.9,Kitcharao ,Agusan Del Norte,2021-07-06T05:03:00,2021-07-06,05:03:00,2021-07-06
06 July 2021 - 04:52 PM,9.84,124.28,23,1.7,Pilar ,Bohol,2021-07-06T04:52:00,2021-07-06,04:52:00,2021-07-06
06 July 2021 - 03:28 PM,7.72,124.94,35,1.7,Kadingilan ,Bukidnon,2021-07-06T03:28:00,2021-07-06,03:28:00,2021-07-06
01 May 2021 - 03:31 PM,19.75,121.24,23,2.0,Calayan ,Cagayan,2021-05-01T03:31:00,2021-05-01,03:31:00,2021-05-01
01 May 2021 - 02:55 PM,18.88,120.87,32,2.0,Pagudpud ,Ilocos Norte,2021-05-01T02:55:00,2021-05-01,02:55:00,2021-05-01
01 May 2021 - 05:01 AM,17.51,121.17,39,1.8,Balbalan ,Kalinga,2021-05-01T05:01:00,2021-05-01,05:01:00,2021-05-01
01 May 2021 - 05:00 AM,15.27,122.55,33,2.0,Patnanungan ,Quezon,2021-05-01T05:00:00,2021-05-01,05:00:00,2021-05-01
04 September 2021 - 02:28 PM,9.84,124.51,26,2.0,Mabini ,Bohol,2021-09-04T02:28:00,2021-09-04,02:28:00,2021-09-04
02 November 2021 - 11:21 AM,9.89,126.11,23,1.6,Pilar ,Surigao Del Norte,2021-11-02T11:21:00,2021-11-02,11:21:00,2021-11-02
02 November 2021 - 08:43 AM,13.83,120.72,28,1.9,Calatagan ,Batangas,2021-11-02T08:43:00,2021-11-02,08:43:00,2021-11-02
02 November 2021 - 06:37 AM,13.25,120.93,30,1.5,Baco ,Oriental Mindoro,2021-11-02T06:37:00,2021-11-02,06:37:00,2021-11-02
02 November 2021 - 05:04 AM,5.51,126.27,85,2.0,Jose Abad Santos ,Davao Occidental,2021-11-02T05:04:00,2021-11-02,05:04:00,2021-11-02
02 November 2021 - 04:46 AM,13.68,120.61,91,2.0,Calatagan ,Batangas,2021-11-02T04:46:00,2021-11-02,04:46:00,2021-11-02
14 June 2021 - 06:07 AM,9.41,126.22,22,2.0,Cortes ,Surigao Del Sur,2021-06-14T06:07:00,2021-06-14,06:07:00,2021-06-14
14 June 2021 - 02:36 AM,10.05,126.17,18,1.8,Burgos ,Surigao Del Norte,2021-06-14T02:36:00,2021-06-14,02:36:00,2021-06-14
14 June 2021 - 01:30 AM,9.64,126.25,32,2.0,General Luna ,Surigao Del Norte,2021-06-14T01:30:00,2021-06-14,01:30:00,2021-06-14
04 October 2021 - 04:41 PM,12.92,120.82,1,1.7,Sablayan ,Occidental Mindoro,2021-10-04T04:41:00,2021-10-04,04:41:00,2021-10-04
04 October 2021 - 10:09 AM,12.78,121.01,26,2.0,Sablayan ,Occidental Mindoro,2021-10-04T10:09:00,2021-10-04,10:09:00,2021-10-04
04 October 2021 - 08:58 AM,12.91,120.8,1,2.0,Sablayan ,Occidental Mindoro,2021-10-04T08:58:00,2021-10-04,08:58:00,2021-10-04
04 October 2021 - 08:30 AM,13.84,120.5,69,1.8,Calatagan ,Batangas,2021-10-04T08:30:00,2021-10-04,08:30:00,2021-10-04
04 October 2021 - 08:26 AM,12.9,120.96,21,1.7,Sablayan ,Occidental Mindoro,2021-10-04T08:26:00,2021-10-04,08:26:00,2021-10-04
04 October 2021 - 08:17 AM,12.84,120.93,22,2.0,Sablayan ,Occidental Mindoro,2021-10-04T08:17:00,2021-10-04,08:17:00,2021-10-04
12 August 2021 - 05:35 PM,13.74,120.61,99,1.9,Calatagan ,Batangas,2021-08-12T05:35:00,2021-08-12,05:35:00,2021-08-12
06 July 2021 - 06:04 AM,15.12,119.83,19,2.0,Iba ,Zambales,2021-07-06T06:04:00,2021-07-06,06:04:00,2021-07-06
06 July 2021 - 03:46 AM,6.59,126.59,30,2.0,Tarragona ,Davao Oriental,2021-07-06T03:46:00,2021-07-06,03:46:00,2021-07-06
06 July 2021 - 01:05 AM,16.8,120.01,23,2.0,Bacnotan ,La Union,2021-07-06T01:05:00,2021-07-06,01:05:00,2021-07-06
05 July 2021 - 11:45 PM,11.91,123.92,20,1.8,Cataingan ,Masbate,2021-07-05T11:45:00,2021-07-05,11:45:00,2021-07-05
04 September 2021 - 04:33 AM,9.39,126.46,36,2.0,Cortes ,Surigao Del Sur,2021-09-04T04:33:00,2021-09-04,04:33:00,2021-09-04
04 September 2021 - 01:06 AM,7.65,126.53,32,2.0,Baganga ,Davao Oriental,2021-09-04T01:06:00,2021-09-04,01:06:00,2021-09-04
03 September 2021 - 10:54 PM,16.45,120.8,32,1.7,Ambaguio ,Nueva Vizcaya,2021-09-03T10:54:00,2021-09-03,10:54:00,2021-09-03
01 November 2021 - 11:00 PM,10.08,125.98,30,1.8,Burgos ,Surigao Del Norte,2021-11-01T11:00:00,2021-11-01,11:00:00,2021-11-01
